Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,,Opposition,Ground,Start Date,
MA Starc,10.0,0,42,2,4.20,21.00,30.0,,ODI v Sri Lanka,Dambulla,28 Aug 2016,ODI # 3772
MA Starc,10.0,1,51,1,5.10,51.00,60.0,,ODI v Sri Lanka,Dambulla,31 Aug 2016,ODI # 3774
MA Starc,9.0,0,40,3,4.44,13.33,18.0,,ODI v Sri Lanka,Pallekele,4 Sep 2016,ODI # 3776
MA Starc,4.0,0,26,3,6.50,8.66,8.0,,T20I v Sri Lanka,Pallekele,6 Sep 2016,T20I # 565
MA Starc,4.0,0,32,1,8.00,32.00,24.0,,T20I v Sri Lanka,Colombo (RPS),9 Sep 2016,T20I # 567
MA Starc,49.4,10,185,5,3.72,37.00,59.6,,Test v South Africa,Perth,3 Nov 2016,Test # 2230
MA Starc,24.0,1,79,3,3.29,26.33,48.0,,Test v South Africa,Hobart,12 Nov 2016,Test # 2233
MA Starc,46.2,10,158,6,3.41,26.33,46.3,,Test v South Africa,Adelaide,24 Nov 2016,Test # 2236
MA Starc,7.0,1,37,1,5.28,37.00,42.0,,ODI v New Zealand,Sydney,4 Dec 2016,ODI # 3811
MA Starc,10.0,0,52,2,5.20,26.00,30.0,,ODI v New Zealand,Canberra,6 Dec 2016,ODI # 3812
MA Starc,10.0,3,34,3,3.40,11.33,20.0,,ODI v New Zealand,Melbourne,9 Dec 2016,ODI # 3813
MA Starc,56.0,12,182,7,3.25,26.00,48.0,,Test v Pakistan,Brisbane,15 Dec 2016,Test # 2240
MA Starc,46.2,10,161,5,3.47,32.20,55.6,,Test v Pakistan,Melbourne,26 Dec 2016,Test # 2242
MA Starc,43.0,9,134,2,3.11,67.00,129.0,,Test v Pakistan,Sydney,3 Jan 2017,Test # 2245
MA Starc,8.0,0,34,2,4.25,17.00,24.0,,ODI v Pakistan,Brisbane,13 Jan 2017,ODI # 3817
MA Starc,10.0,1,45,2,4.50,22.50,30.0,,ODI v Pakistan,Melbourne,15 Jan 2017,ODI # 3818
MA Starc,7.0,0,42,1,6.00,42.00,42.0,,ODI v Pakistan,Sydney,22 Jan 2017,ODI # 3822
MA Starc,9.1,1,42,4,4.58,10.50,13.7,,ODI v Pakistan,Adelaide,26 Jan 2017,ODI # 3826
MA Starc,10.0,0,59,1,5.90,59.00,60.0,,ODI v New Zealand,Auckland,30 Jan 2017,ODI # 3829
MA Starc,10.0,1,62,3,6.20,20.66,20.0,,ODI v New Zealand,Hamilton,5 Feb 2017,ODI # 3832
MA Starc,11.0,4,38,2,3.45,19.00,33.0,,Test v India,Pune,23 Feb 2017,Test # 2250
MA Starc,31.0,6,113,3,3.64,37.66,62.0,,Test v India,Bengaluru,4 Mar 2017,Test # 2251
MA Starc,9.0,0,52,0,5.77,-,-,,ODI v New Zealand,Birmingham,2 Jun 2017,ODI # 3876
MA Starc,8.3,2,29,4,3.41,7.25,12.7,,ODI v Bangladesh,The Oval,5 Jun 2017,ODI # 3879
MA Starc,10.0,0,52,1,5.20,52.00,60.0,,ODI v England,Birmingham,10 Jun 2017,ODI # 3885
MA Starc,44.0,5,128,6,2.90,21.33,44.0,,Test v England,Brisbane,23 Nov 2017,Test # 2282
MA Starc,39.2,7,137,8,3.48,17.12,29.5,,Test v England,Adelaide,2 Dec 2017,Test # 2285
MA Starc,42.1,10,135,5,3.20,27.00,50.6,,Test v England,Perth,14 Dec 2017,Test # 2288
MA Starc,37.0,10,118,3,3.18,39.33,74.0,,Test v England,Sydney,4 Jan 2018,Test # 2291
MA Starc,10.0,0,71,2,7.10,35.50,30.0,,ODI v England,Melbourne,14 Jan 2018,ODI # 3951
MA Starc,10.0,0,59,4,5.90,14.75,15.0,,ODI v England,Brisbane,19 Jan 2018,ODI # 3958
MA Starc,10.0,0,63,0,6.30,-,-,,ODI v England,Sydney,21 Jan 2018,ODI # 3960
MA Starc,9.0,0,63,1,7.00,63.00,54.0,,ODI v England,Perth,28 Jan 2018,ODI # 3968
MA Starc,28.4,5,109,9,3.80,12.11,19.1,,Test v South Africa,Durban,1 Mar 2018,Test # 2297
MA Starc,36.4,5,125,1,3.40,125.00,220.0,,Test v South Africa,Gqeberha,9 Mar 2018,Test # 2298
MA Starc,44.0,8,179,2,4.06,89.50,132.0,,Test v South Africa,Cape Town,22 Mar 2018,Test # 2300
MA Starc,42.2,12,108,1,2.55,108.00,254.0,,Test v Pakistan,Dubai (DSC),7 Oct 2018,Test # 2320
MA Starc,19.0,3,69,3,3.63,23.00,38.0,,Test v Pakistan,Abu Dhabi,16 Oct 2018,Test # 2322
MA Starc,8.0,0,47,0,5.87,-,-,,ODI v South Africa,Perth,4 Nov 2018,ODI # 4065
MA Starc,10.0,1,51,2,5.10,25.50,30.0,,ODI v South Africa,Adelaide,9 Nov 2018,ODI # 4067
MA Starc,10.0,1,57,2,5.70,28.50,30.0,,ODI v South Africa,Hobart,11 Nov 2018,ODI # 4069
MA Starc,4.0,0,26,1,6.50,26.00,24.0,,T20I v India,Sydney,25 Nov 2018,T20I # 714
MA Starc,40.5,11,103,5,2.52,20.60,49.0,,Test v India,Adelaide,6 Dec 2018,Test # 2333
MA Starc,41.0,7,125,5,3.04,25.00,49.2,,Test v India,Perth,14 Dec 2018,Test # 2334
MA Starc,31.0,8,98,2,3.16,49.00,93.0,,Test v India,Melbourne,26 Dec 2018,Test # 2337
MA Starc,26.0,0,123,1,4.73,123.00,156.0,,Test v India,Sydney,3 Jan 2019,Test # 2339
MA Starc,26.0,2,97,2,3.73,48.50,78.0,,Test v Sri Lanka,Brisbane,24 Jan 2019,Test # 2343
MA Starc,31.3,4,100,10,3.17,10.00,18.9,,Test v Sri Lanka,Canberra,1 Feb 2019,Test # 2345
MA Starc,7.0,1,31,1,4.42,31.00,42.0,,ODI v Afghanistan,Bristol,1 Jun 2019,ODI # 4146
MA Starc,10.0,1,46,5,4.60,9.20,12.0,,ODI v West Indies,Nottingham,6 Jun 2019,ODI # 4152
MA Starc,10.0,0,74,1,7.40,74.00,60.0,,ODI v India,The Oval,9 Jun 2019,ODI # 4155
MA Starc,9.0,1,43,2,4.77,21.50,27.0,,ODI v Pakistan,Taunton,12 Jun 2019,ODI # 4157
MA Starc,10.0,0,55,4,5.50,13.75,15.0,,ODI v Sri Lanka,The Oval,15 Jun 2019,ODI # 4159
MA Starc,10.0,0,55,2,5.50,27.50,30.0,,ODI v Bangladesh,Nottingham,20 Jun 2019,ODI # 4166
MA Starc,8.4,1,43,4,4.96,10.75,13.0,,ODI v England,Lord's,25 Jun 2019,ODI # 4173
MA Starc,9.4,1,26,5,2.68,5.20,11.6,,ODI v New Zealand,Lord's,29 Jun 2019,ODI # 4178
MA Starc,9.0,0,59,2,6.55,29.50,27.0,,ODI v South Africa,Manchester,6 Jul 2019,ODI # 4188
MA Starc,9.0,0,70,1,7.77,70.00,54.0,,ODI v England,Birmingham,11 Jul 2019,ODI # 4191
MA Starc,38.0,9,126,4,3.31,31.50,57.0,,Test v England,Manchester,4 Sep 2019,Test # 2360
MA Starc,4.0,0,18,2,4.50,9.00,12.0,,T20I v Sri Lanka,Adelaide,27 Oct 2019,T20I # 978
MA Starc,4.0,0,32,2,8.00,16.00,12.0,,T20I v Sri Lanka,Melbourne,1 Nov 2019,T20I # 993
MA Starc,3.0,0,22,2,7.33,11.00,9.0,,T20I v Pakistan,Sydney,3 Nov 2019,T20I # 999
MA Starc,4.0,0,25,0,6.25,-,-,,T20I v Pakistan,Canberra,5 Nov 2019,T20I # 1002
MA Starc,4.0,0,29,2,7.25,14.50,12.0,,T20I v Pakistan,Perth,8 Nov 2019,T20I # 1009
MA Starc,34.4,6,125,7,3.60,17.85,29.7,,Test v Pakistan,Brisbane,21 Nov 2019,Test # 2368
MA Starc,41.0,9,113,7,2.75,16.14,35.1,,Test v Pakistan,Adelaide,29 Nov 2019,Test # 2372
MA Starc,32.0,7,97,9,3.03,10.77,21.3,,Test v New Zealand,Perth,12 Dec 2019,Test # 2374
MA Starc,27.5,7,89,2,3.19,44.50,83.5,,Test v New Zealand,Melbourne,26 Dec 2019,Test # 2376
MA Starc,30.0,4,82,4,2.73,20.50,45.0,,Test v New Zealand,Sydney,3 Jan 2020,Test # 2378
MA Starc,10.0,0,56,3,5.60,18.66,20.0,,ODI v India,Wankhede,14 Jan 2020,ODI # 4231
MA Starc,10.0,0,78,0,7.80,-,-,,ODI v India,Rajkot,17 Jan 2020,ODI # 4232
MA Starc,9.0,0,66,0,7.33,-,-,,ODI v India,Bengaluru,19 Jan 2020,ODI # 4233
MA Starc,3.0,0,23,1,7.66,23.00,18.0,,T20I v South Africa,Johannesburg,21 Feb 2020,T20I # 1046
MA Starc,4.0,0,38,0,9.50,-,-,,T20I v South Africa,Gqeberha,23 Feb 2020,T20I # 1052
MA Starc,2.3,0,23,3,9.20,7.66,5.0,,T20I v South Africa,Cape Town,26 Feb 2020,T20I # 1065
MA Starc,10.0,0,59,2,5.90,29.50,30.0,,ODI v South Africa,Paarl,29 Feb 2020,ODI # 4248
MA Starc,9.3,0,53,1,5.57,53.00,57.0,,ODI v South Africa,Bloemfontein,4 Mar 2020,ODI # 4252
MA Starc,7.0,0,33,0,4.71,-,-,,ODI v New Zealand,Sydney,13 Mar 2020,ODI # 4255
MA Starc,3.0,0,30,0,10.00,-,-,,T20I v England,Southampton,4 Sep 2020,T20I # 1095
MA Starc,4.0,0,25,1,6.25,25.00,24.0,,T20I v England,Southampton,6 Sep 2020,T20I # 1096
MA Starc,4.0,0,20,1,5.00,20.00,24.0,,T20I v England,Southampton,8 Sep 2020,T20I # 1097
MA Starc,10.0,0,47,0,4.70,-,-,,ODI v England,Manchester,11 Sep 2020,ODI # 4259
MA Starc,10.0,1,38,2,3.80,19.00,30.0,,ODI v England,Manchester,13 Sep 2020,ODI # 4260
MA Starc,10.0,0,74,3,7.40,24.66,20.0,,ODI v England,Manchester,16 Sep 2020,ODI # 4261
MA Starc,9.0,0,65,1,7.22,65.00,54.0,,ODI v India,Sydney,27 Nov 2020,ODI # 4265
MA Starc,9.0,0,82,0,9.11,-,-,,ODI v India,Sydney,29 Nov 2020,ODI # 4266
MA Starc,4.0,0,34,2,8.50,17.00,12.0,,T20I v India,Canberra,4 Dec 2020,T20I # 1114
MA Starc,27.0,8,60,4,2.22,15.00,40.5,,Test v India,Adelaide,17 Dec 2020,Test # 2396
MA Starc,30.0,5,98,4,3.26,24.50,45.0,,Test v India,Melbourne,26 Dec 2020,Test # 2398
MA Starc,41.0,13,127,1,3.09,127.00,246.0,,Test v India,Sydney,7 Jan 2021,Test # 2402
MA Starc,39.0,3,163,2,4.17,81.50,117.0,,Test v India,Brisbane,15 Jan 2021,Test # 2404
MA Starc,4.0,0,40,0,10.00,-,-,,T20I v West Indies,Gros Islet,9 Jul 2021,T20I # 1185
MA Starc,4.0,0,49,0,12.25,-,-,,T20I v West Indies,Gros Islet,10 Jul 2021,T20I # 1188
MA Starc,4.0,0,15,1,3.75,15.00,24.0,,T20I v West Indies,Gros Islet,12 Jul 2021,T20I # 1189
MA Starc,4.0,0,37,0,9.25,-,-,,T20I v West Indies,Gros Islet,14 Jul 2021,T20I # 1190
MA Starc,8.0,1,48,5,6.00,9.60,9.6,,ODI v West Indies,Bridgetown,20 Jul 2021,ODI # 4310
MA Starc,10.0,1,26,3,2.60,8.66,20.0,,ODI v West Indies,Bridgetown,22 Jul 2021,ODI # 4311
MA Starc,9.1,0,43,3,4.69,14.33,18.3,,ODI v West Indies,Bridgetown,26 Jul 2021,ODI # 4313
MA Starc,4.0,0,33,2,8.25,16.50,12.0,,T20I v Bangladesh,Mirpur,3 Aug 2021,T20I # 1210
MA Starc,3.0,0,28,1,9.33,28.00,18.0,,T20I v Bangladesh,Mirpur,4 Aug 2021,T20I # 1212
MA Starc,4.0,0,32,2,8.00,16.00,12.0,,T20I v South Africa,Abu Dhabi,23 Oct 2021,T20I # 1351
MA Starc,4.0,0,27,2,6.75,13.50,12.0,,T20I v Sri Lanka,Dubai (DSC),28 Oct 2021,T20I # 1374
MA Starc,3.0,0,37,0,12.33,-,-,,T20I v England,Dubai (DSC),30 Oct 2021,T20I # 1379
MA Starc,4.0,0,21,2,5.25,10.50,12.0,,T20I v Bangladesh,Dubai (DSC),4 Nov 2021,T20I # 1391
MA Starc,4.0,0,33,1,8.25,33.00,24.0,,T20I v West Indies,Abu Dhabi,6 Nov 2021,T20I # 1398
MA Starc,4.0,0,38,2,9.50,19.00,12.0,,T20I v Pakistan,Dubai (DSC),11 Nov 2021,T20I # 1420
MA Starc,4.0,0,60,0,15.00,-,-,,T20I v New Zealand,Dubai (DSC),14 Nov 2021,T20I # 1428
MA Starc,32.0,5,112,3,3.50,37.33,64.0,,Test v England,Brisbane,8 Dec 2021,Test # 2440
MA Starc,43.1,16,80,6,1.85,13.33,43.1,,Test v England,Adelaide,16 Dec 2021,Test # 2441
MA Starc,25.0,6,83,5,3.32,16.60,30.0,,Test v England,Melbourne,26 Dec 2021,Test # 2442
MA Starc,34.0,4,124,1,3.64,124.00,204.0,,Test v England,Sydney,5 Jan 2022,Test # 2446
MA Starc,18.0,1,83,4,4.61,20.75,27.0,,Test v England,Hobart,14 Jan 2022,Test # 2449
MA Starc,4.0,0,41,0,10.25,-,-,,T20I v Sri Lanka,Sydney,11 Feb 2022,T20I # 1458
MA Starc,4.0,0,30,0,7.50,-,-,,T20I v Sri Lanka,Canberra,15 Feb 2022,T20I # 1466
MA Starc,31.0,6,100,0,3.22,-,-,,Test v Pakistan,Rawalpindi,4 Mar 2022,Test # 2453
MA Starc,34.0,11,87,3,2.55,29.00,68.0,,Test v Pakistan,Karachi,12 Mar 2022,Test # 2455
MA Starc,37.4,12,86,5,2.28,17.20,45.2,,Test v Pakistan,Lahore,21 Mar 2022,Test # 2458
MA Starc,4.0,0,26,3,6.50,8.66,8.0,,T20I v Sri Lanka,Colombo (RPS),7 Jun 2022,T20I # 1551
MA Starc,11.0,0,54,1,4.90,54.00,66.0,,Test v Sri Lanka,Galle,29 Jun 2022,Test # 2469
MA Starc,29.0,3,89,4,3.06,22.25,43.5,,Test v Sri Lanka,Galle,8 Jul 2022,Test # 2471
MA Starc,8.3,1,27,1,3.17,27.00,51.0,,ODI v Zimbabwe,Townsville,28 Aug 2022,ODI # 4458
MA Starc,8.0,1,24,3,3.00,8.00,16.0,,ODI v Zimbabwe,Townsville,31 Aug 2022,ODI # 4459
MA Starc,8.0,0,33,1,4.12,33.00,48.0,,ODI v Zimbabwe,Townsville,3 Sep 2022,ODI # 4460
MA Starc,9.0,2,43,1,4.77,43.00,54.0,,ODI v New Zealand,Cairns,6 Sep 2022,ODI # 4461
MA Starc,7.0,0,12,2,1.71,6.00,21.0,,ODI v New Zealand,Cairns,8 Sep 2022,ODI # 4462
MA Starc,9.5,0,60,3,6.10,20.00,19.6,,ODI v New Zealand,Cairns,11 Sep 2022,ODI # 4464
MA Starc,4.0,0,40,2,10.00,20.00,12.0,,T20I v West Indies,Carrara,5 Oct 2022,T20I # 1806
MA Starc,4.0,0,20,4,5.00,5.00,6.0,,T20I v West Indies,Brisbane,7 Oct 2022,T20I # 1808
MA Starc,4.0,0,42,1,10.50,42.00,24.0,,T20I v England,Canberra,12 Oct 2022,T20I # 1817
MA Starc,2.0,0,11,0,5.50,-,-,,T20I v England,Canberra,14 Oct 2022,T20I # 1820
MA Starc,4.0,0,36,0,9.00,-,-,,T20I v New Zealand,Sydney,22 Oct 2022,T20I # 1839
MA Starc,4.0,0,23,1,5.75,23.00,24.0,,T20I v Sri Lanka,Perth,25 Oct 2022,T20I # 1845
MA Starc,4.0,1,43,2,10.75,21.50,12.0,,T20I v Ireland,Brisbane,31 Oct 2022,T20I # 1855
MA Starc,10.0,0,45,1,4.50,45.00,60.0,,ODI v England,Adelaide,17 Nov 2022,ODI # 4475
MA Starc,8.0,1,47,4,5.87,11.75,12.0,,ODI v England,Sydney,19 Nov 2022,ODI # 4477
MA Starc,45.0,11,116,4,2.57,29.00,67.5,,Test v West Indies,Perth,30 Nov 2022,Test # 2477
MA Starc,25.3,8,77,5,3.01,15.40,30.6,,Test v West Indies,Adelaide,8 Dec 2022,Test # 2479
MA Starc,25.0,4,67,5,2.68,13.40,30.0,,Test v South Africa,Brisbane,17 Dec 2022,Test # 2482
MA Starc,31.0,6,101,3,3.25,33.66,62.0,,Test v South Africa,Melbourne,26 Dec 2022,Test # 2485
MA Starc,12.0,1,35,1,2.91,35.00,72.0,,Test v India,Indore,1 Mar 2023,Test # 2496
MA Starc,22.0,3,97,1,4.40,97.00,132.0,,Test v India,Ahmedabad,9 Mar 2023,Test # 2499
MA Starc,9.5,0,49,3,4.98,16.33,19.6,,ODI v India,Wankhede,17 Mar 2023,ODI # 4538
MA Starc,8.0,1,53,5,6.62,10.60,9.6,,ODI v India,Visakhapatnam,19 Mar 2023,ODI # 4541
MA Starc,10.0,0,67,0,6.70,-,-,,ODI v India,Chennai,22 Mar 2023,ODI # 4545
MA Starc,27.4,1,148,4,5.34,37.00,41.5,,Test v India,The Oval,7 Jun 2023,Test # 2505
MA Starc,38.3,2,167,6,4.33,27.83,38.5,,Test v England,Lord's,28 Jun 2023,Test # 2508
MA Starc,30.0,3,137,7,4.56,19.57,25.7,,Test v England,Leeds,6 Jul 2023,Test # 2509
MA Starc,25.0,0,137,2,5.48,68.50,75.0,,Test v England,Manchester,19 Jul 2023,Test # 2512
MA Starc,34.4,3,182,8,5.25,22.75,26.0,,Test v England,The Oval,27 Jul 2023,Test # 2515
MA Starc,7.0,0,53,1,7.57,53.00,42.0,,ODI v India,Rajkot,27 Sep 2023,ODI # 4657
MA Starc,8.0,0,31,1,3.87,31.00,48.0,,ODI v India,Chennai,8 Oct 2023,ODI # 4662
MA Starc,9.0,1,53,2,5.88,26.50,27.0,,ODI v South Africa,Lucknow,12 Oct 2023,ODI # 4667
MA Starc,10.0,0,43,2,4.30,21.50,30.0,,ODI v Sri Lanka,Lucknow,16 Oct 2023,ODI # 4671
MA Starc,8.0,0,65,1,8.12,65.00,48.0,,ODI v Pakistan,Bengaluru,20 Oct 2023,ODI # 4675
MA Starc,4.0,0,22,1,5.50,22.00,24.0,,ODI v Netherlands,Delhi,25 Oct 2023,ODI # 4681
MA Starc,9.0,0,89,0,9.88,-,-,,ODI v New Zealand,Dharamsala,28 Oct 2023,ODI # 4684
Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,,Opposition,Ground,Start Date,
Mohammed Shami,9.0,4,23,1,2.55,23.00,54.0,,ODI v Pakistan,Delhi,6 Jan 2013,ODI # 3316
Mohammed Shami,4.0,1,24,1,6.00,24.00,24.0,,ODI v England,Kochi,15 Jan 2013,ODI # 3320
Mohammed Shami,8.0,0,23,1,2.87,23.00,48.0,,ODI v England,Ranchi,19 Jan 2013,ODI # 3322
Mohammed Shami,8.0,0,58,0,7.25,-,-,,ODI v England,Mohali,23 Jan 2013,ODI # 3327
Mohammed Shami,9.0,1,46,1,5.11,46.00,54.0,,ODI v England,Dharamsala,27 Jan 2013,ODI # 3329
Mohammed Shami,10.0,0,68,0,6.80,-,-,,ODI v Sri Lanka,Kingston,2 Jul 2013,ODI # 3382
Mohammed Shami,10.0,1,45,1,4.50,45.00,60.0,,ODI v Zimbabwe,Harare,24 Jul 2013,ODI # 3395
Mohammed Shami,10.0,0,52,1,5.20,52.00,60.0,,ODI v Zimbabwe,Harare,26 Jul 2013,ODI # 3397
Mohammed Shami,9.0,0,25,2,2.77,12.50,27.0,,ODI v Zimbabwe,Harare,28 Jul 2013,ODI # 3399
Mohammed Shami,8.0,1,34,1,4.25,34.00,48.0,,ODI v Zimbabwe,Bulawayo,1 Aug 2013,ODI # 3402
Mohammed Shami,7.0,1,27,1,3.85,27.00,42.0,,ODI v Zimbabwe,Bulawayo,3 Aug 2013,ODI # 3403
Mohammed Shami,8.0,1,42,3,5.25,14.00,16.0,,ODI v Australia,Ranchi,23 Oct 2013,ODI # 3422
Mohammed Shami,8.0,1,66,1,8.25,66.00,48.0,,ODI v Australia,Nagpur,30 Oct 2013,ODI # 3424
Mohammed Shami,8.1,0,52,3,6.36,17.33,16.3,,ODI v Australia,Bengaluru,2 Nov 2013,ODI # 3428
Mohammed Shami,30.1,2,118,9,3.91,13.11,20.1,,Test v West Indies,Eden Gardens,6 Nov 2013,Test # 2101
Mohammed Shami,19.0,2,64,2,3.36,32.00,57.0,,Test v West Indies,Wankhede,14 Nov 2013,Test # 2102
Mohammed Shami,6.0,0,28,1,4.66,28.00,36.0,,ODI v West Indies,Kochi,21 Nov 2013,ODI # 3436
Mohammed Shami,7.0,0,55,2,7.85,27.50,21.0,,ODI v West Indies,Visakhapatnam,24 Nov 2013,ODI # 3437
Mohammed Shami,10.0,1,49,1,4.90,49.00,60.0,,ODI v West Indies,Kanpur,27 Nov 2013,ODI # 3439
Mohammed Shami,10.0,1,68,3,6.80,22.66,20.0,,ODI v South Africa,Johannesburg,5 Dec 2013,ODI # 3442
Mohammed Shami,8.0,0,48,3,6.00,16.00,16.0,,ODI v South Africa,Durban,8 Dec 2013,ODI # 3443
Mohammed Shami,10.0,0,69,3,6.90,23.00,20.0,,ODI v South Africa,Centurion,11 Dec 2013,ODI # 3444
Mohammed Shami,46.0,8,155,5,3.36,31.00,55.2,,Test v South Africa,Johannesburg,18 Dec 2013,Test # 2108
Mohammed Shami,29.0,3,108,1,3.72,108.00,174.0,,Test v South Africa,Durban,26 Dec 2013,Test # 2111
Mohammed Shami,9.0,0,55,4,6.11,13.75,13.5,,ODI v New Zealand,Napier,19 Jan 2014,ODI # 3456
Mohammed Shami,7.0,0,55,3,7.85,18.33,14.0,,ODI v New Zealand,Hamilton,22 Jan 2014,ODI # 3458
Mohammed Shami,10.0,0,84,2,8.40,42.00,30.0,,ODI v New Zealand,Auckland,25 Jan 2014,ODI # 3462
Mohammed Shami,8.0,0,61,1,7.62,61.00,48.0,,ODI v New Zealand,Hamilton,28 Jan 2014,ODI # 3465
Mohammed Shami,10.0,3,61,1,6.10,61.00,60.0,,ODI v New Zealand,Wellington,31 Jan 2014,ODI # 3467
Mohammed Shami,40.0,7,132,4,3.30,33.00,60.0,,Test v New Zealand,Auckland,6 Feb 2014,Test # 2118
Mohammed Shami,59.5,10,219,6,3.66,36.50,59.8,,Test v New Zealand,Wellington,14 Feb 2014,Test # 2120
Mohammed Shami,10.0,1,50,4,5.00,12.50,15.0,,ODI v Bangladesh,Fatullah,26 Feb 2014,ODI # 3474
Mohammed Shami,10.0,0,81,3,8.10,27.00,20.0,,ODI v Sri Lanka,Fatullah,28 Feb 2014,ODI # 3476
Mohammed Shami,10.0,0,49,0,4.90,-,-,,ODI v Pakistan,Mirpur,2 Mar 2014,ODI # 3479
Mohammed Shami,7.2,0,50,2,6.81,25.00,22.0,,ODI v Afghanistan,Mirpur,5 Mar 2014,ODI # 3483
Mohammed Shami,4.0,0,31,1,7.75,31.00,24.0,,T20I v Pakistan,Mirpur,21 Mar 2014,T20I # 378
Mohammed Shami,3.0,0,27,0,9.00,-,-,,T20I v West Indies,Mirpur,23 Mar 2014,T20I # 382
Mohammed Shami,3.0,0,29,1,9.66,29.00,18.0,,T20I v Bangladesh,Mirpur,28 Mar 2014,T20I # 389
Mohammed Shami,29.0,3,128,2,4.41,64.00,87.0,,Test v England,Nottingham,9 Jul 2014,Test # 2128
Mohammed Shami,30.0,8,91,2,3.03,45.50,90.0,,Test v England,Lord's,17 Jul 2014,Test # 2130
Mohammed Shami,37.0,4,147,1,3.97,147.00,222.0,,Test v England,Southampton,27 Jul 2014,Test # 2132
Mohammed Shami,6.0,0,32,2,5.33,16.00,18.0,,ODI v England,Cardiff,27 Aug 2014,ODI # 3517
Mohammed Shami,9.0,0,40,1,4.44,40.00,54.0,,ODI v England,Nottingham,30 Aug 2014,ODI # 3520
Mohammed Shami,7.3,1,28,3,3.73,9.33,15.0,,ODI v England,Birmingham,2 Sep 2014,ODI # 3523
Mohammed Shami,10.0,0,52,2,5.20,26.00,30.0,,ODI v England,Leeds,5 Sep 2014,ODI # 3525
Mohammed Shami,4.0,0,38,3,9.50,12.66,8.0,,T20I v England,Birmingham,7 Sep 2014,T20I # 405
Mohammed Shami,9.0,1,66,4,7.33,16.50,13.5,,ODI v West Indies,Kochi,8 Oct 2014,ODI # 3531
Mohammed Shami,9.3,0,36,4,3.78,9.00,14.2,,ODI v West Indies,Delhi,11 Oct 2014,ODI # 3533
Mohammed Shami,9.1,0,72,2,7.85,36.00,27.5,,ODI v West Indies,Dharamsala,17 Oct 2014,ODI # 3535
Mohammed Shami,35.0,4,162,3,4.62,54.00,70.0,,Test v Australia,Adelaide,9 Dec 2014,Test # 2148
Mohammed Shami,57.0,8,230,6,4.03,38.33,57.0,,Test v Australia,Melbourne,26 Dec 2014,Test # 2152
Mohammed Shami,34.3,3,145,6,4.20,24.16,34.5,,Test v Australia,Sydney,6 Jan 2015,Test # 2156
Mohammed Shami,8.1,0,44,1,5.38,44.00,49.0,,ODI v Australia,Melbourne,18 Jan 2015,ODI # 3582
Mohammed Shami,4.0,0,23,0,5.75,-,-,,ODI v England,Brisbane,20 Jan 2015,ODI # 3586
Mohammed Shami,-,-,-,-,-,-,-,,ODI v Australia,Sydney,26 Jan 2015,ODI # 3592
Mohammed Shami,9.0,0,31,1,3.44,31.00,54.0,,ODI v England,Perth,30 Jan 2015,ODI # 3595
Mohammed Shami,9.0,1,35,4,3.88,8.75,13.5,,ODI v Pakistan,Adelaide,15 Feb 2015,ODI # 3602
Mohammed Shami,8.0,1,30,2,3.75,15.00,24.0,,ODI v South Africa,Melbourne,22 Feb 2015,ODI # 3610
Mohammed Shami,8.0,2,35,3,4.37,11.66,16.0,,ODI v West Indies,Perth,6 Mar 2015,ODI # 3625
Mohammed Shami,9.0,0,41,3,4.55,13.66,18.0,,ODI v Ireland,Hamilton,10 Mar 2015,ODI # 3631
Mohammed Shami,9.0,2,48,3,5.33,16.00,18.0,,ODI v Zimbabwe,Auckland,14 Mar 2015,ODI # 3636
Mohammed Shami,8.0,1,37,2,4.62,18.50,24.0,,ODI v Bangladesh,Melbourne,19 Mar 2015,ODI # 3641
Mohammed Shami,10.0,0,68,0,6.80,-,-,,ODI v Australia,Sydney,26 Mar 2015,ODI # 3645
Mohammed Shami,30.0,7,92,4,3.06,23.00,45.0,,Test v West Indies,North Sound,21 Jul 2016,Test # 2207
Mohammed Shami,29.0,6,105,4,3.62,26.25,43.5,,Test v West Indies,Kingston,30 Jul 2016,Test # 2211
Mohammed Shami,28.0,5,73,3,2.60,24.33,56.0,,Test v West Indies,Gros Islet,9 Aug 2016,Test # 2215
Mohammed Shami,6.0,2,14,0,2.33,-,-,,Test v West Indies,Port of Spain,18 Aug 2016,Test # 2218
Mohammed Shami,4.0,0,48,1,12.00,48.00,24.0,,T20I v West Indies,Lauderhill,27 Aug 2016,T20I # 562
Mohammed Shami,2.4,0,31,2,11.62,15.50,8.0,,T20I v West Indies,Lauderhill,28 Aug 2016,T20I # 563
Mohammed Shami,19.0,3,53,2,2.78,26.50,57.0,,Test v New Zealand,Kanpur,22 Sep 2016,Test # 2221
Mohammed Shami,36.1,6,116,6,3.20,19.33,36.1,,Test v New Zealand,Eden Gardens,30 Sep 2016,Test # 2222
Mohammed Shami,20.0,1,74,0,3.70,-,-,,Test v New Zealand,Indore,8 Oct 2016,Test # 2223
Mohammed Shami,39.1,6,94,2,2.40,47.00,117.5,,Test v England,Rajkot,9 Nov 2016,Test # 2232
Mohammed Shami,28.0,8,58,3,2.07,19.33,56.0,,Test v England,Visakhapatnam,17 Nov 2016,Test # 2235
Mohammed Shami,35.5,8,100,5,2.79,20.00,43.0,,Test v England,Mohali,26 Nov 2016,Test # 2238
