Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,,Opposition,Ground,Start Date,
CR Woakes,2.0,0,12,1,6.00,12.00,12.0,,T20I v West Indies,Dubai (DSC),23 Oct 2021,T20I # 1354
CR Woakes,4.0,0,12,1,3.00,12.00,24.0,,T20I v Bangladesh,Abu Dhabi,27 Oct 2021,T20I # 1369
CR Woakes,4.0,0,23,2,5.75,11.50,12.0,,T20I v Australia,Dubai (DSC),30 Oct 2021,T20I # 1379
CR Woakes,2.3,0,25,1,10.00,25.00,15.0,,T20I v Sri Lanka,Sharjah,1 Nov 2021,T20I # 1382
CR Woakes,4.0,0,43,0,10.75,-,-,,T20I v South Africa,Sharjah,6 Nov 2021,T20I # 1400
CR Woakes,4.0,1,36,2,9.00,18.00,12.0,,T20I v New Zealand,Abu Dhabi,10 Nov 2021,T20I # 1415
CR Woakes,27.0,8,79,2,2.92,39.50,81.0,,Test v Australia,Brisbane,8 Dec 2021,Test # 2440
CR Woakes,35.4,9,149,1,4.17,149.00,214.0,,Test v Australia,Adelaide,16 Dec 2021,Test # 2441
CR Woakes,26.0,5,104,3,4.00,34.66,52.0,,Test v Australia,Hobart,14 Jan 2022,Test # 2449
CR Woakes,39.0,7,110,1,2.82,110.00,234.0,,Test v West Indies,North Sound,8 Mar 2022,Test # 2454
CR Woakes,27.0,10,62,1,2.29,62.00,162.0,,Test v West Indies,Bridgetown,16 Mar 2022,Test # 2457
CR Woakes,27.5,7,72,3,2.58,24.00,55.6,,Test v West Indies,St George's,24 Mar 2022,Test # 2459
CR Woakes,4.0,0,30,1,7.50,30.00,24.0,,T20I v Pakistan,Lahore,28 Sep 2022,T20I # 1801
CR Woakes,4.0,0,26,3,6.50,8.66,8.0,,T20I v Pakistan,Lahore,2 Oct 2022,T20I # 1804
CR Woakes,2.0,0,21,0,10.50,-,-,,T20I v Australia,Perth,9 Oct 2022,T20I # 1812
CR Woakes,2.0,0,4,3,2.00,1.33,4.0,,T20I v Australia,Canberra,14 Oct 2022,T20I # 1820
CR Woakes,4.0,0,24,1,6.00,24.00,24.0,,T20I v Afghanistan,Perth,22 Oct 2022,T20I # 1840
CR Woakes,3.0,0,41,0,13.66,-,-,,T20I v Ireland,Melbourne,26 Oct 2022,T20I # 1846
CR Woakes,4.0,0,33,2,8.25,16.50,12.0,,T20I v New Zealand,Brisbane,1 Nov 2022,T20I # 1858
CR Woakes,3.0,0,24,1,8.00,24.00,18.0,,T20I v Sri Lanka,Sydney,5 Nov 2022,T20I # 1867
CR Woakes,3.0,0,24,1,8.00,24.00,18.0,,T20I v India,Adelaide,10 Nov 2022,T20I # 1878
CR Woakes,3.0,0,26,0,8.66,-,-,,T20I v Pakistan,Melbourne,13 Nov 2022,T20I # 1879
CR Woakes,10.0,0,42,2,4.20,21.00,30.0,,ODI v Australia,Sydney,19 Nov 2022,ODI # 4477
CR Woakes,10.0,0,62,0,6.20,-,-,,ODI v Australia,Melbourne,22 Nov 2022,ODI # 4480
CR Woakes,6.1,0,60,0,9.72,-,-,,ODI v South Africa,Bloemfontein,29 Jan 2023,ODI # 4513
CR Woakes,8.0,1,51,1,6.37,51.00,48.0,,ODI v South Africa,Kimberley,1 Feb 2023,ODI # 4514
CR Woakes,8.0,0,28,1,3.50,28.00,48.0,,ODI v Bangladesh,Mirpur,1 Mar 2023,ODI # 4525
CR Woakes,8.0,0,27,1,3.37,27.00,48.0,,ODI v Bangladesh,Chattogram,6 Mar 2023,ODI # 4531
CR Woakes,2.0,0,21,0,10.50,-,-,,T20I v Bangladesh,Chattogram,9 Mar 2023,T20I # 2018
CR Woakes,1.0,0,7,0,7.00,-,-,,T20I v Bangladesh,Mirpur,12 Mar 2023,T20I # 2023
CR Woakes,1.0,0,12,0,12.00,-,-,,T20I v Bangladesh,Mirpur,14 Mar 2023,T20I # 2026
CR Woakes,35.0,1,141,6,4.02,23.50,35.0,,Test v Australia,Leeds,6 Jul 2023,Test # 2509
CR Woakes,34.2,9,93,6,2.70,15.50,34.3,,Test v Australia,Manchester,19 Jul 2023,Test # 2512
CR Woakes,44.0,12,111,7,2.52,15.85,37.7,,Test v Australia,The Oval,27 Jul 2023,Test # 2515
CR Woakes,7.0,1,27,0,3.85,-,-,,ODI v New Zealand,Cardiff,8 Sep 2023,ODI # 4636
CR Woakes,8.0,0,31,3,3.87,10.33,16.0,,ODI v New Zealand,The Oval,13 Sep 2023,ODI # 4643
CR Woakes,6.0,0,45,0,7.50,-,-,,ODI v New Zealand,Ahmedabad,5 Oct 2023,ODI # 4658
CR Woakes,8.0,0,49,2,6.12,24.50,24.0,,ODI v Bangladesh,Dharamsala,10 Oct 2023,ODI # 4664
CR Woakes,4.0,0,41,0,10.25,-,-,,ODI v Afghanistan,Delhi,15 Oct 2023,ODI # 4670
CR Woakes,6.0,0,30,0,5.00,-,-,,ODI v Sri Lanka,Bengaluru,26 Oct 2023,ODI # 4682
CR Woakes,9.0,1,33,2,3.66,16.50,27.0,,ODI v India,Lucknow,29 Oct 2023,ODI # 4686
Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,,Opposition,Ground,Start Date,
Kuldeep Yadav,28.0,3,91,4,3.25,22.75,42.0,,Test v Australia,Dharamsala,25 Mar 2017,Test # 2258
Kuldeep Yadav,-,-,-,-,-,-,-,,ODI v West Indies,Port of Spain,23 Jun 2017,ODI # 3895
Kuldeep Yadav,9.0,0,50,3,5.55,16.66,18.0,,ODI v West Indies,Port of Spain,25 Jun 2017,ODI # 3896
Kuldeep Yadav,10.0,1,41,3,4.10,13.66,20.0,,ODI v West Indies,North Sound,30 Jun 2017,ODI # 3898
Kuldeep Yadav,10.0,1,31,2,3.10,15.50,30.0,,ODI v West Indies,North Sound,2 Jul 2017,ODI # 3900
Kuldeep Yadav,10.0,0,36,0,3.60,-,-,,ODI v West Indies,Kingston,6 Jul 2017,ODI # 3902
Kuldeep Yadav,4.0,0,34,1,8.50,34.00,24.0,,T20I v West Indies,Kingston,9 Jul 2017,T20I # 617
Kuldeep Yadav,30.0,6,96,5,3.20,19.20,36.0,,Test v Sri Lanka,Pallekele,12 Aug 2017,Test # 2269
Kuldeep Yadav,8.4,1,31,2,3.57,15.50,26.0,,ODI v Sri Lanka,Colombo (RPS),31 Aug 2017,ODI # 3908
Kuldeep Yadav,10.0,0,40,1,4.00,40.00,60.0,,ODI v Sri Lanka,Colombo (RPS),3 Sep 2017,ODI # 3909
Kuldeep Yadav,4.0,0,20,2,5.00,10.00,12.0,,T20I v Sri Lanka,Colombo (RPS),6 Sep 2017,T20I # 618
Kuldeep Yadav,4.0,0,33,2,8.25,16.50,12.0,,ODI v Australia,Chennai,17 Sep 2017,ODI # 3910
Kuldeep Yadav,10.0,1,54,3,5.40,18.00,20.0,,ODI v Australia,Eden Gardens,21 Sep 2017,ODI # 3912
Kuldeep Yadav,10.0,0,75,2,7.50,37.50,30.0,,ODI v Australia,Indore,24 Sep 2017,ODI # 3914
Kuldeep Yadav,10.0,1,48,0,4.80,-,-,,ODI v Australia,Nagpur,1 Oct 2017,ODI # 3919
Kuldeep Yadav,4.0,0,16,2,4.00,8.00,12.0,,T20I v Australia,Ranchi,7 Oct 2017,T20I # 623
Kuldeep Yadav,4.0,0,46,0,11.50,-,-,,T20I v Australia,Guwahati,10 Oct 2017,T20I # 624
Kuldeep Yadav,10.0,0,64,1,6.40,64.00,60.0,,ODI v New Zealand,Wankhede,22 Oct 2017,ODI # 3928
Kuldeep Yadav,1.0,0,10,1,10.00,10.00,6.0,,T20I v New Zealand,Thiruvananthapuram,7 Nov 2017,T20I # 632
Kuldeep Yadav,-,-,-,-,-,-,-,,ODI v Sri Lanka,Dharamsala,10 Dec 2017,ODI # 3939
Kuldeep Yadav,10.0,0,42,3,4.20,14.00,20.0,,ODI v Sri Lanka,Visakhapatnam,17 Dec 2017,ODI # 3942
Kuldeep Yadav,4.0,0,18,2,4.50,9.00,12.0,,T20I v Sri Lanka,Cuttack,20 Dec 2017,T20I # 633
Kuldeep Yadav,4.0,0,52,3,13.00,17.33,8.0,,T20I v Sri Lanka,Indore,22 Dec 2017,T20I # 634
Kuldeep Yadav,4.0,0,26,1,6.50,26.00,24.0,,T20I v Sri Lanka,Wankhede,24 Dec 2017,T20I # 635
Kuldeep Yadav,10.0,0,34,3,3.40,11.33,20.0,,ODI v South Africa,Durban,1 Feb 2018,ODI # 3969
Kuldeep Yadav,6.0,0,20,3,3.33,6.66,12.0,,ODI v South Africa,Centurion,4 Feb 2018,ODI # 3970
Kuldeep Yadav,9.0,1,23,4,2.55,5.75,13.5,,ODI v South Africa,Cape Town,7 Feb 2018,ODI # 3971
Kuldeep Yadav,6.0,0,51,2,8.50,25.50,18.0,,ODI v South Africa,Johannesburg,10 Feb 2018,ODI # 3973
Kuldeep Yadav,10.0,0,57,4,5.70,14.25,15.0,,ODI v South Africa,Gqeberha,13 Feb 2018,ODI # 3976
Kuldeep Yadav,10.0,0,51,1,5.10,51.00,60.0,,ODI v South Africa,Centurion,16 Feb 2018,ODI # 3978
Kuldeep Yadav,4.0,1,21,4,5.25,5.25,6.0,,T20I v Ireland,Dublin (Malahide),27 Jun 2018,T20I # 678
Kuldeep Yadav,2.3,0,16,3,6.40,5.33,5.0,,T20I v Ireland,Dublin (Malahide),29 Jun 2018,T20I # 680
Kuldeep Yadav,4.0,0,24,5,6.00,4.80,4.8,,T20I v England,Manchester,3 Jul 2018,T20I # 684
Kuldeep Yadav,4.0,0,34,0,8.50,-,-,,T20I v England,Cardiff,6 Jul 2018,T20I # 688
Kuldeep Yadav,10.0,0,25,6,2.50,4.16,10.0,,ODI v England,Nottingham,12 Jul 2018,ODI # 4014
Kuldeep Yadav,10.0,0,68,3,6.80,22.66,20.0,,ODI v England,Lord's,14 Jul 2018,ODI # 4016
Kuldeep Yadav,10.0,0,55,0,5.50,-,-,,ODI v England,Leeds,17 Jul 2018,ODI # 4018
Kuldeep Yadav,9.0,1,44,0,4.88,-,-,,Test v England,Lord's,9 Aug 2018,Test # 2315
Kuldeep Yadav,10.0,2,42,2,4.20,21.00,30.0,,ODI v Hong Kong,Dubai (DSC),18 Sep 2018,ODI # 4039
Kuldeep Yadav,8.0,0,37,1,4.62,37.00,48.0,,ODI v Pakistan,Dubai (DSC),19 Sep 2018,ODI # 4040
Kuldeep Yadav,10.0,0,34,0,3.40,-,-,,ODI v Bangladesh,Dubai (DSC),21 Sep 2018,ODI # 4042
Kuldeep Yadav,10.0,0,41,2,4.10,20.50,30.0,,ODI v Pakistan,Dubai (DSC),23 Sep 2018,ODI # 4044
Kuldeep Yadav,10.0,0,38,2,3.80,19.00,30.0,,ODI v Afghanistan,Dubai (DSC),25 Sep 2018,ODI # 4046
Kuldeep Yadav,10.0,0,45,3,4.50,15.00,20.0,,ODI v Bangladesh,Dubai (DSC),28 Sep 2018,ODI # 4048
Kuldeep Yadav,24.0,3,119,6,4.95,19.83,24.0,,Test v West Indies,Rajkot,4 Oct 2018,Test # 2319
Kuldeep Yadav,42.0,3,130,4,3.09,32.50,63.0,,Test v West Indies,Hyderabad,12 Oct 2018,Test # 2321
Kuldeep Yadav,10.0,0,67,3,6.70,22.33,20.0,,ODI v West Indies,Visakhapatnam,24 Oct 2018,ODI # 4059
Kuldeep Yadav,10.0,0,52,2,5.20,26.00,30.0,,ODI v West Indies,Pune,27 Oct 2018,ODI # 4062
Kuldeep Yadav,8.2,0,42,3,5.04,14.00,16.6,,ODI v West Indies,Brabourne,29 Oct 2018,ODI # 4063
Kuldeep Yadav,5.0,1,18,1,3.60,18.00,30.0,,ODI v West Indies,Thiruvananthapuram,1 Nov 2018,ODI # 4064
Kuldeep Yadav,4.0,0,13,3,3.25,4.33,8.0,,T20I v West Indies,Eden Gardens,4 Nov 2018,T20I # 707
Kuldeep Yadav,4.0,0,32,2,8.00,16.00,12.0,,T20I v West Indies,Lucknow,6 Nov 2018,T20I # 709
Kuldeep Yadav,4.0,0,24,2,6.00,12.00,12.0,,T20I v Australia,Brisbane,21 Nov 2018,T20I # 712
Kuldeep Yadav,4.0,0,23,1,5.75,23.00,24.0,,T20I v Australia,Melbourne,23 Nov 2018,T20I # 713
Kuldeep Yadav,4.0,0,19,1,4.75,19.00,24.0,,T20I v Australia,Sydney,25 Nov 2018,T20I # 714
Kuldeep Yadav,31.5,6,99,5,3.10,19.80,38.2,,Test v Australia,Sydney,3 Jan 2019,Test # 2339
Kuldeep Yadav,10.0,0,54,2,5.40,27.00,30.0,,ODI v Australia,Sydney,12 Jan 2019,ODI # 4077
Kuldeep Yadav,10.0,0,66,0,6.60,-,-,,ODI v Australia,Adelaide,15 Jan 2019,ODI # 4078
Kuldeep Yadav,10.0,1,39,4,3.90,9.75,15.0,,ODI v New Zealand,Napier,23 Jan 2019,ODI # 4082
Kuldeep Yadav,10.0,0,45,4,4.50,11.25,15.0,,ODI v New Zealand,Mount Maunganui,26 Jan 2019,ODI # 4085
Kuldeep Yadav,8.0,0,39,0,4.87,-,-,,ODI v New Zealand,Mount Maunganui,28 Jan 2019,ODI # 4088
Kuldeep Yadav,1.0,0,2,0,2.00,-,-,,ODI v New Zealand,Hamilton,31 Jan 2019,ODI # 4091
Kuldeep Yadav,4.0,0,26,2,6.50,13.00,12.0,,T20I v New Zealand,Hamilton,10 Feb 2019,T20I # 738
Kuldeep Yadav,10.0,0,46,2,4.60,23.00,30.0,,ODI v Australia,Hyderabad,2 Mar 2019,ODI # 4102
Kuldeep Yadav,10.0,0,54,3,5.40,18.00,20.0,,ODI v Australia,Nagpur,5 Mar 2019,ODI # 4106
Kuldeep Yadav,10.0,0,64,3,6.40,21.33,20.0,,ODI v Australia,Ranchi,8 Mar 2019,ODI # 4109
Kuldeep Yadav,10.0,0,64,1,6.40,64.00,60.0,,ODI v Australia,Mohali,10 Mar 2019,ODI # 4111
Kuldeep Yadav,10.0,0,74,1,7.40,74.00,60.0,,ODI v Australia,Delhi,13 Mar 2019,ODI # 4113
Kuldeep Yadav,10.0,0,46,1,4.60,46.00,60.0,,ODI v South Africa,Southampton,5 Jun 2019,ODI # 4150
Kuldeep Yadav,9.0,0,55,0,6.11,-,-,,ODI v Australia,The Oval,9 Jun 2019,ODI # 4155
Kuldeep Yadav,9.0,1,32,2,3.55,16.00,27.0,,ODI v Pakistan,Manchester,16 Jun 2019,ODI # 4161
Kuldeep Yadav,10.0,0,39,0,3.90,-,-,,ODI v Afghanistan,Southampton,22 Jun 2019,ODI # 4169
Kuldeep Yadav,9.0,1,35,1,3.88,35.00,54.0,,ODI v West Indies,Manchester,27 Jun 2019,ODI # 4175
Kuldeep Yadav,10.0,0,72,1,7.20,72.00,60.0,,ODI v England,Birmingham,30 Jun 2019,ODI # 4179
Kuldeep Yadav,10.0,0,58,1,5.80,58.00,60.0,,ODI v Sri Lanka,Leeds,6 Jul 2019,ODI # 4187
Kuldeep Yadav,2.0,0,3,1,1.50,3.00,12.0,,ODI v West Indies,Providence,8 Aug 2019,ODI # 4196
Kuldeep Yadav,10.0,0,59,2,5.90,29.50,30.0,,ODI v West Indies,Port of Spain,11 Aug 2019,ODI # 4197
Kuldeep Yadav,4.0,0,45,2,11.25,22.50,12.0,,T20I v West Indies,Wankhede,11 Dec 2019,T20I # 1024
Kuldeep Yadav,10.0,0,45,0,4.50,-,-,,ODI v West Indies,Chennai,15 Dec 2019,ODI # 4221
Kuldeep Yadav,10.0,0,52,3,5.20,17.33,20.0,,ODI v West Indies,Visakhapatnam,18 Dec 2019,ODI # 4222
Kuldeep Yadav,10.0,0,67,0,6.70,-,-,,ODI v West Indies,Cuttack,22 Dec 2019,ODI # 4223
Kuldeep Yadav,-,-,-,-,-,-,-,,T20I v Sri Lanka,Guwahati,5 Jan 2020,T20I # 1025
Kuldeep Yadav,4.0,0,38,2,9.50,19.00,12.0,,T20I v Sri Lanka,Indore,7 Jan 2020,T20I # 1026
Kuldeep Yadav,10.0,0,55,0,5.50,-,-,,ODI v Australia,Wankhede,14 Jan 2020,ODI # 4231
Kuldeep Yadav,10.0,0,65,2,6.50,32.50,30.0,,ODI v Australia,Rajkot,17 Jan 2020,ODI # 4232
Kuldeep Yadav,10.0,0,62,1,6.20,62.00,60.0,,ODI v Australia,Bengaluru,19 Jan 2020,ODI # 4233
Kuldeep Yadav,10.0,0,84,2,8.40,42.00,30.0,,ODI v New Zealand,Hamilton,5 Feb 2020,ODI # 4235
Kuldeep Yadav,10.0,0,57,1,5.70,57.00,60.0,,ODI v Australia,Canberra,2 Dec 2020,ODI # 4267
Kuldeep Yadav,12.2,2,41,2,3.32,20.50,37.0,,Test v England,Chennai,13 Feb 2021,Test # 2411
Kuldeep Yadav,9.0,0,68,0,7.55,-,-,,ODI v England,Pune,23 Mar 2021,ODI # 4281
Kuldeep Yadav,10.0,0,84,0,8.40,-,-,,ODI v England,Pune,26 Mar 2021,ODI # 4283
Kuldeep Yadav,9.0,1,48,2,5.33,24.00,27.0,,ODI v Sri Lanka,Colombo (RPS),18 Jul 2021,ODI # 4307
Kuldeep Yadav,10.0,0,55,0,5.50,-,-,,ODI v Sri Lanka,Colombo (RPS),20 Jul 2021,ODI # 4309
Kuldeep Yadav,4.0,0,30,2,7.50,15.00,12.0,,T20I v Sri Lanka,Colombo (RPS),28 Jul 2021,T20I # 1206
Kuldeep Yadav,2.0,0,16,0,8.00,-,-,,T20I v Sri Lanka,Colombo (RPS),29 Jul 2021,T20I # 1207
Kuldeep Yadav,8.0,0,51,2,6.37,25.50,24.0,,ODI v West Indies,Ahmedabad,11 Feb 2022,ODI # 4356
Kuldeep Yadav,4.0,0,22,0,5.50,-,-,,T20I v Sri Lanka,Dharamsala,27 Feb 2022,T20I # 1494
Kuldeep Yadav,4.0,1,12,3,3.00,4.00,8.0,,T20I v West Indies,Lauderhill,7 Aug 2022,T20I # 1726
Kuldeep Yadav,10.0,1,36,0,3.60,-,-,,ODI v Zimbabwe,Harare,18 Aug 2022,ODI # 4451
Kuldeep Yadav,8.0,0,49,1,6.12,49.00,48.0,,ODI v Zimbabwe,Harare,20 Aug 2022,ODI # 4454
Kuldeep Yadav,10.0,0,38,2,3.80,19.00,30.0,,ODI v Zimbabwe,Harare,22 Aug 2022,ODI # 4457
Kuldeep Yadav,8.0,0,39,1,4.87,39.00,48.0,,ODI v South Africa,Lucknow,6 Oct 2022,ODI # 4470
Kuldeep Yadav,9.0,0,49,1,5.44,49.00,54.0,,ODI v South Africa,Ranchi,9 Oct 2022,ODI # 4471
Kuldeep Yadav,4.1,1,18,4,4.32,4.50,6.2,,ODI v South Africa,Delhi,11 Oct 2022,ODI # 4472
Kuldeep Yadav,10.0,1,53,1,5.30,53.00,60.0,,ODI v Bangladesh,Chattogram,10 Dec 2022,ODI # 4499
Kuldeep Yadav,36.0,9,113,8,3.13,14.12,27.0,,Test v Bangladesh,Chattogram,14 Dec 2022,Test # 2481
Kuldeep Yadav,10.0,0,51,3,5.10,17.00,20.0,,ODI v Sri Lanka,Eden Gardens,12 Jan 2023,ODI # 4503
Kuldeep Yadav,5.0,1,16,2,3.20,8.00,15.0,,ODI v Sri Lanka,Thiruvananthapuram,15 Jan 2023,ODI # 4505
Kuldeep Yadav,8.0,1,43,2,5.37,21.50,24.0,,ODI v New Zealand,Hyderabad,18 Jan 2023,ODI # 4507
Kuldeep Yadav,7.3,0,29,1,3.86,29.00,45.0,,ODI v New Zealand,Raipur,21 Jan 2023,ODI # 4509
Kuldeep Yadav,9.0,0,62,3,6.88,20.66,18.0,,ODI v New Zealand,Indore,24 Jan 2023,ODI # 4511
Kuldeep Yadav,4.0,0,20,1,5.00,20.00,24.0,,T20I v New Zealand,Ranchi,27 Jan 2023,T20I # 1990
Kuldeep Yadav,4.0,0,17,1,4.25,17.00,24.0,,T20I v New Zealand,Lucknow,29 Jan 2023,T20I # 1991
Kuldeep Yadav,1.0,0,12,0,12.00,-,-,,T20I v New Zealand,Ahmedabad,1 Feb 2023,T20I # 1992
Kuldeep Yadav,8.0,1,48,1,6.00,48.00,48.0,,ODI v Australia,Wankhede,17 Mar 2023,ODI # 4538
Kuldeep Yadav,1.0,0,12,0,12.00,-,-,,ODI v Australia,Visakhapatnam,19 Mar 2023,ODI # 4541
Kuldeep Yadav,10.0,1,56,3,5.60,18.66,20.0,,ODI v Australia,Chennai,22 Mar 2023,ODI # 4545
Kuldeep Yadav,3.0,2,6,4,2.00,1.50,4.5,,ODI v West Indies,Bridgetown,27 Jul 2023,ODI # 4622
Kuldeep Yadav,8.0,0,30,1,3.75,30.00,48.0,,ODI v West Indies,Bridgetown,29 Jul 2023,ODI # 4623
Kuldeep Yadav,8.0,3,25,2,3.12,12.50,24.0,,ODI v West Indies,Tarouba,1 Aug 2023,ODI # 4624
Kuldeep Yadav,4.0,0,20,1,5.00,20.00,24.0,,T20I v West Indies,Tarouba,3 Aug 2023,T20I # 2188
Kuldeep Yadav,4.0,0,28,3,7.00,9.33,8.0,,T20I v West Indies,Providence,8 Aug 2023,T20I # 2192
Kuldeep Yadav,4.0,0,26,2,6.50,13.00,12.0,,T20I v West Indies,Lauderhill,12 Aug 2023,T20I # 2193
Kuldeep Yadav,4.0,0,18,0,4.50,-,-,,T20I v West Indies,Lauderhill,13 Aug 2023,T20I # 2194
Kuldeep Yadav,-,-,-,-,-,-,-,,ODI v Pakistan,Pallekele,2 Sep 2023,ODI # 4630
Kuldeep Yadav,10.0,2,34,0,3.40,-,-,,ODI v Nepal,Pallekele,4 Sep 2023,ODI # 4632
Kuldeep Yadav,8.0,0,25,5,3.12,5.00,9.6,,ODI v Pakistan,Colombo (RPS),10 Sep 2023,ODI # 4639
Kuldeep Yadav,9.3,0,43,4,4.52,10.75,14.2,,ODI v Sri Lanka,Colombo (RPS),12 Sep 2023,ODI # 4641
Kuldeep Yadav,1.0,0,1,0,1.00,-,-,,ODI v Sri Lanka,Colombo (RPS),17 Sep 2023,ODI # 4649
Kuldeep Yadav,6.0,0,48,2,8.00,24.00,18.0,,ODI v Australia,Rajkot,27 Sep 2023,ODI # 4657
Kuldeep Yadav,10.0,0,42,2,4.20,21.00,30.0,,ODI v Australia,Chennai,8 Oct 2023,ODI # 4662
Kuldeep Yadav,10.0,0,40,1,4.00,40.00,60.0,,ODI v Afghanistan,Delhi,11 Oct 2023,ODI # 4666
Kuldeep Yadav,10.0,0,35,2,3.50,17.50,30.0,,ODI v Pakistan,Ahmedabad,14 Oct 2023,ODI # 4669
Kuldeep Yadav,10.0,0,47,1,4.70,47.00,60.0,,ODI v Bangladesh,Pune,19 Oct 2023,ODI # 4674
Kuldeep Yadav,10.0,0,73,2,7.30,36.50,30.0,,ODI v New Zealand,Dharamsala,22 Oct 2023,ODI # 4678
Kuldeep Yadav,8.0,0,24,2,3.00,12.00,24.0,,ODI v England,Lucknow,29 Oct 2023,ODI # 4686
Kuldeep Yadav,-,-,-,-,-,-,-,,ODI v Sri Lanka,Wankhede,2 Nov 2023,ODI # 4690
Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,,Opposition,Ground,Start Date,
MJ Henry,10.0,1,38,4,3.80,9.50,15.0,,ODI v India,Wellington,31 Jan 2014,ODI # 3467
MJ Henry,8.0,1,40,2,5.00,20.00,24.0,,ODI v South Africa,Hamilton,27 Oct 2014,ODI # 3538
MJ Henry,4.0,0,31,0,7.75,-,-,,T20I v Pakistan,Dubai (DSC),4 Dec 2014,T20I # 411
MJ Henry,2.0,0,9,1,4.50,9.00,12.0,,T20I v Pakistan,Dubai (DSC),5 Dec 2014,T20I # 412
MJ Henry,10.0,0,45,4,4.50,11.25,15.0,,ODI v Pakistan,Sharjah,12 Dec 2014,ODI # 3566
MJ Henry,9.0,0,69,3,7.66,23.00,18.0,,ODI v Pakistan,Sharjah,14 Dec 2014,ODI # 3568
MJ Henry,10.0,0,68,1,6.80,68.00,60.0,,ODI v Pakistan,Abu Dhabi,17 Dec 2014,ODI # 3570
MJ Henry,9.0,1,30,5,3.33,6.00,10.8,,ODI v Pakistan,Abu Dhabi,19 Dec 2014,ODI # 3571
MJ Henry,9.4,0,34,2,3.51,17.00,29.0,,ODI v Sri Lanka,Hamilton,15 Jan 2015,ODI # 3577
MJ Henry,-,-,-,-,-,-,-,,ODI v Sri Lanka,Auckland,17 Jan 2015,ODI # 3580
MJ Henry,8.0,2,40,0,5.00,-,-,,ODI v South Africa,Auckland,24 Mar 2015,ODI # 3644
MJ Henry,9.1,0,46,2,5.01,23.00,27.5,,ODI v Australia,Melbourne,29 Mar 2015,ODI # 3646
MJ Henry,53.5,6,199,6,3.69,33.16,53.8,,Test v England,Lord's,21 May 2015,Test # 2162
MJ Henry,32.2,6,141,2,4.36,70.50,97.0,,Test v England,Leeds,29 May 2015,Test # 2163
MJ Henry,10.0,0,73,0,7.30,-,-,,ODI v England,Birmingham,9 Jun 2015,ODI # 3654
MJ Henry,10.0,0,64,2,6.40,32.00,30.0,,ODI v England,Southampton,14 Jun 2015,ODI # 3656
MJ Henry,10.0,0,77,2,7.70,38.50,30.0,,ODI v England,Nottingham,17 Jun 2015,ODI # 3657
MJ Henry,5.0,0,37,1,7.40,37.00,30.0,,ODI v England,Chester-le-Street,20 Jun 2015,ODI # 3659
MJ Henry,4.0,0,32,1,8.00,32.00,24.0,,T20I v England,Manchester,23 Jun 2015,T20I # 423
MJ Henry,9.0,0,58,0,6.44,-,-,,ODI v Zimbabwe,Harare,2 Aug 2015,ODI # 3673
MJ Henry,8.0,2,45,0,5.62,-,-,,ODI v Zimbabwe,Harare,4 Aug 2015,ODI # 3674
MJ Henry,42.0,9,158,2,3.76,79.00,126.0,,Test v Australia,Perth,13 Nov 2015,Test # 2187
MJ Henry,10.0,1,49,4,4.90,12.25,15.0,,ODI v Sri Lanka,Christchurch,26 Dec 2015,ODI # 3714
MJ Henry,9.4,2,33,4,3.41,8.25,14.5,,ODI v Sri Lanka,Christchurch,28 Dec 2015,ODI # 3715
MJ Henry,-,-,-,-,-,-,-,,ODI v Sri Lanka,Nelson,2 Jan 2016,ODI # 3718
MJ Henry,10.0,1,40,5,4.00,8.00,12.0,,ODI v Sri Lanka,Mount Maunganui,5 Jan 2016,ODI # 3721
MJ Henry,4.0,0,44,3,11.00,14.66,8.0,,T20I v Sri Lanka,Mount Maunganui,7 Jan 2016,T20I # 474
MJ Henry,4.0,1,31,1,7.75,31.00,24.0,,T20I v Pakistan,Auckland,15 Jan 2016,T20I # 478
MJ Henry,8.0,0,43,0,5.37,-,-,,ODI v Pakistan,Wellington,25 Jan 2016,ODI # 3728
MJ Henry,10.0,0,44,2,4.40,22.00,30.0,,ODI v Pakistan,Auckland,31 Jan 2016,ODI # 3730
MJ Henry,6.0,0,41,3,6.83,13.66,12.0,,ODI v Australia,Auckland,3 Feb 2016,ODI # 3731
MJ Henry,10.0,0,57,2,5.70,28.50,30.0,,ODI v Australia,Wellington,6 Feb 2016,ODI # 3733
MJ Henry,10.0,1,60,3,6.00,20.00,20.0,,ODI v Australia,Hamilton,8 Feb 2016,ODI # 3735
MJ Henry,41.0,9,134,0,3.26,-,-,,Test v Australia,Christchurch,20 Feb 2016,Test # 2202
MJ Henry,40.0,8,105,6,2.62,17.50,40.0,,Test v India,Eden Gardens,30 Sep 2016,Test # 2222
MJ Henry,42.0,4,149,0,3.54,-,-,,Test v India,Indore,8 Oct 2016,Test # 2223
MJ Henry,10.0,0,51,1,5.10,51.00,60.0,,ODI v India,Delhi,20 Oct 2016,ODI # 3797
MJ Henry,9.2,0,56,2,6.00,28.00,28.0,,ODI v India,Mohali,23 Oct 2016,ODI # 3798
MJ Henry,38.0,10,68,1,1.78,68.00,228.0,,Test v Pakistan,Hamilton,25 Nov 2016,Test # 2237
