Player,Bat1,Bat2,Runs,BF,SR,4s,6s,,Opposition,Ground,Start Date,temp,humidity,windspeed
Combined Test,21,-,21,21,100.00,3,0,,ODI v Australia,Bengaluru,28 Sep 2017,73.0,88.2,12.6
Combined Test,39,-,39,55,70.90,2,0,,ODI v Australia,Nagpur,1 Oct 2017,84.3,76.5,5.8
Combined Test,22*,-,22,14,157.14,3,0,,T20I v Australia,Ranchi,7 Oct 2017,79.1,82.8,9.2
Combined Test,0,-,0,2,0.00,0,0,,T20I v Australia,Guwahati,10 Oct 2017,80.7,87.3,7.7
Combined Test,121,-,121,125,96.80,9,2,,ODI v New Zealand,Wankhede,22 Oct 2017,N/A,N/A,N/A
Combined Test,29,-,29,29,100.00,3,1,,ODI v New Zealand,Pune,25 Oct 2017,71.9,69.1,9.6
Combined Test,113,-,113,106,106.60,9,1,,ODI v New Zealand,Kanpur,29 Oct 2017,77.8,63.5,6.0
Combined Test,26*,-,26,11,236.36,0,3,,T20I v New Zealand,Delhi,1 Nov 2017,75.4,63.5,6.9
Combined Test,65,-,65,42,154.76,8,1,,T20I v New Zealand,Rajkot,4 Nov 2017,79.1,39.1,12.8
Combined Test,13,-,13,6,216.66,1,1,,T20I v New Zealand,Thiruvananthapuram,7 Nov 2017,79.2,89.7,9.2
Combined Test,0,104*,104,130,80.00,12,2,,Test v Sri Lanka,Eden Gardens,16 Nov 2017,81.5,74.4,11.4
Combined Test,213,-,213,267,79.77,17,2,,Test v Sri Lanka,Nagpur,24 Nov 2017,73.7,58.1,4.7
Combined Test,243,50,293,345,84.92,28,0,,Test v Sri Lanka,Delhi,2 Dec 2017,61.8,55.1,5.8
Combined Test,5,28,33,53,62.26,4,0,,Test v South Africa,Cape Town,5 Jan 2018,70.3,70.5,27.7
Combined Test,153,5,158,237,66.66,16,0,,Test v South Africa,Centurion,13 Jan 2018,78.9,74.3,12.5
Combined Test,54,41,95,185,51.35,15,0,,Test v South Africa,Johannesburg,24 Jan 2018,67.6,70.8,13.9
Combined Test,112,-,112,119,94.11,10,0,,ODI v South Africa,Durban,1 Feb 2018,71.7,79.5,12.8
Combined Test,46*,-,46,50,92.00,4,1,,ODI v South Africa,Centurion,4 Feb 2018,73.0,70.6,13.4
Combined Test,160*,-,160,159,100.62,12,2,,ODI v South Africa,Cape Town,7 Feb 2018,74.5,59.2,18.3
Combined Test,75,-,75,83,90.36,7,1,,ODI v South Africa,Johannesburg,10 Feb 2018,69.4,68.1,9.5
Combined Test,36,-,36,54,66.66,2,0,,ODI v South Africa,Gqeberha,13 Feb 2018,68.8,87.3,20.0
Combined Test,129*,-,129,96,134.37,19,2,,ODI v South Africa,Centurion,16 Feb 2018,73.0,71.5,15.5
Combined Test,26,-,26,20,130.00,2,1,,T20I v South Africa,Johannesburg,18 Feb 2018,70.9,65.9,9.3
Combined Test,1,-,1,5,20.00,0,0,,T20I v South Africa,Centurion,21 Feb 2018,73.1,77.6,19.7
Combined Test,0,-,0,2,0.00,0,0,,T20I v Ireland,Dublin (Malahide),27 Jun 2018,66.0,59.6,11.5
Combined Test,9,-,9,8,112.50,1,0,,T20I v Ireland,Dublin (Malahide),29 Jun 2018,64.7,57.6,14.1
Combined Test,20*,-,20,22,90.90,0,1,,T20I v England,Manchester,3 Jul 2018,65.4,58.2,11.3
Combined Test,47,-,47,38,123.68,1,2,,T20I v England,Cardiff,6 Jul 2018,65.2,78.4,15.3
Combined Test,43,-,43,29,148.27,2,2,,T20I v England,Bristol,8 Jul 2018,72.7,61.0,11.0
Combined Test,75,-,75,82,91.46,7,0,,ODI v England,Nottingham,12 Jul 2018,62.1,75.0,10.2
Combined Test,45,-,45,56,80.35,2,0,,ODI v England,Lord's,14 Jul 2018,41.4,79.6,14.8
Combined Test,71,-,71,72,98.61,8,0,,ODI v England,Leeds,17 Jul 2018,58.9,74.2,12.3
Combined Test,149,51,200,318,62.89,26,1,,Test v England,Birmingham,1 Aug 2018,63.8,68.3,10.2
Combined Test,23,17,40,86,46.51,4,0,,Test v England,Lord's,9 Aug 2018,44.2,69.8,9.9
Combined Test,97,103,200,349,57.30,21,0,,Test v England,Nottingham,18 Aug 2018,65.2,73.6,14.3
Combined Test,46,58,104,201,51.74,10,0,,Test v England,Southampton,30 Aug 2018,58.5,67.3,6.7
Combined Test,49,0,49,71,69.01,6,0,,Test v England,The Oval,7 Sep 2018,56.1,82.6,15.9
Combined Test,139,-,139,230,60.43,10,0,,Test v West Indies,Rajkot,4 Oct 2018,85.6,56.8,9.2
Combined Test,45,DNB,45,78,57.69,5,0,,Test v West Indies,Hyderabad,12 Oct 2018,78.4,63.6,14.4
Combined Test,140,-,140,107,130.84,21,2,,ODI v West Indies,Guwahati,21 Oct 2018,78.4,85.3,12.3
Combined Test,157*,-,157,129,121.70,13,4,,ODI v West Indies,Visakhapatnam,24 Oct 2018,82.4,74.7,9.2
Combined Test,107,-,107,119,89.91,10,1,,ODI v West Indies,Pune,27 Oct 2018,74.2,60.1,11.2
Combined Test,16,-,16,17,94.11,2,0,,ODI v West Indies,Brabourne,29 Oct 2018,44.4,79.5,20.7
Combined Test,33*,-,33,29,113.79,6,0,,ODI v West Indies,Thiruvananthapuram,1 Nov 2018,81.5,82.5,9.2
Combined Test,4,-,4,8,50.00,0,0,,T20I v Australia,Brisbane,21 Nov 2018,76.0,69.9,28.5
Combined Test,TDNB,-,-,-,-,-,-,,T20I v Australia,Melbourne,23 Nov 2018,54.5,84.1,14.2
Combined Test,61*,-,61,41,148.78,4,2,,T20I v Australia,Sydney,25 Nov 2018,66.4,57.7,15.9
Combined Test,3,34,37,120,30.83,3,0,,Test v Australia,Adelaide,6 Dec 2018,86.0,19.3,13.9
Combined Test,123,17,140,297,47.13,15,1,,Test v Australia,Perth,14 Dec 2018,81.4,36.2,29.3
Combined Test,82,0,82,208,39.42,9,0,,Test v Australia,Melbourne,26 Dec 2018,66.5,72.0,10.3
Combined Test,23,-,23,59,38.98,4,0,,Test v Australia,Sydney,3 Jan 2019,75.4,72.9,20.0
Combined Test,3,-,3,8,37.50,0,0,,ODI v Australia,Sydney,12 Jan 2019,77.5,71.6,18.9
Combined Test,104,-,104,112,92.85,5,2,,ODI v Australia,Adelaide,15 Jan 2019,84.0,27.8,18.9
Combined Test,46,-,46,62,74.19,3,0,,ODI v Australia,Melbourne,18 Jan 2019,73.7,73.7,9.6
Combined Test,45,-,45,59,76.27,3,0,,ODI v New Zealand,Napier,23 Jan 2019,71.3,62.0,25.5
Combined Test,43,-,43,45,95.55,5,0,,ODI v New Zealand,Mount Maunganui,26 Jan 2019,65.2,66.0,12.8
Combined Test,60,-,60,74,81.08,6,1,,ODI v New Zealand,Mount Maunganui,28 Jan 2019,74.4,67.7,21.9
