Player,Bat1,Bat2,Runs,BF,SR,4s,6s,,Opposition,Ground,Start Date,temp,humidity,windspeed
Combined Test,107,-,107,93,115.05,9,1,,ODI v England,Cardiff,16 Sep 2011,57.5,86.5,17.1
Combined Test,37,-,37,63,58.73,0,0,,ODI v England,Hyderabad,14 Oct 2011,80.6,71.3,8.1
Combined Test,112*,-,112,98,114.28,16,0,,ODI v England,Delhi,17 Oct 2011,77.9,49.0,8.5
Combined Test,35,-,35,30,116.66,5,0,,ODI v England,Mohali,20 Oct 2011,74.1,61.8,5.6
Combined Test,86*,-,86,99,86.86,11,0,,ODI v England,Wankhede,23 Oct 2011,N/A,N/A,N/A
Combined Test,0,-,0,5,0.00,0,0,,ODI v England,Eden Gardens,25 Oct 2011,80.7,82.9,12.1
Combined Test,15,-,15,16,93.75,3,0,,T20I v England,Eden Gardens,29 Oct 2011,81.3,85.0,15.2
Combined Test,52,63,115,225,51.11,8,1,,Test v West Indies,Wankhede,22 Nov 2011,N/A,N/A,N/A
Combined Test,3,-,3,6,50.00,0,0,,ODI v West Indies,Cuttack,29 Nov 2011,73.8,73.4,7.6
Combined Test,117,-,117,123,95.12,14,0,,ODI v West Indies,Visakhapatnam,2 Dec 2011,80.0,73.9,9.4
Combined Test,20,-,20,30,66.66,3,0,,ODI v West Indies,Ahmedabad,5 Dec 2011,80.8,60.2,4.7
Combined Test,23*,-,23,11,209.09,3,0,,ODI v West Indies,Indore,8 Dec 2011,73.9,52.1,11.4
Combined Test,80,-,80,85,94.11,5,0,,ODI v West Indies,Chennai,11 Dec 2011,80.0,82.6,12.1
Combined Test,11,0,11,22,50.00,1,0,,Test v Australia,Melbourne,26 Dec 2011,63.7,79.7,18.1
Combined Test,23,9,32,65,49.23,5,0,,Test v Australia,Sydney,3 Jan 2012,75.4,62.0,24.8
Combined Test,44,75,119,217,54.83,15,0,,Test v Australia,Perth,13 Jan 2012,85.0,42.4,18.5
Combined Test,116,22,138,275,50.18,13,1,,Test v Australia,Adelaide,24 Jan 2012,82.8,39.2,19.5
Combined Test,22,-,22,21,104.76,0,1,,T20I v Australia,Sydney,1 Feb 2012,67.1,80.6,22.1
Combined Test,31,-,31,24,129.16,3,0,,T20I v Australia,Melbourne,3 Feb 2012,67.0,67.5,13.7
Combined Test,31,-,31,34,91.17,3,0,,ODI v Australia,Melbourne,5 Feb 2012,74.8,43.6,37.7
Combined Test,77,-,77,94,81.91,8,1,,ODI v Sri Lanka,Perth,8 Feb 2012,80.1,36.1,22.9
Combined Test,18,-,18,28,64.28,1,0,,ODI v Australia,Adelaide,12 Feb 2012,63.7,62.2,18.3
Combined Test,15,-,15,25,60.00,1,0,,ODI v Sri Lanka,Adelaide,14 Feb 2012,77.9,36.3,12.8
Combined Test,12,-,12,25,48.00,0,0,,ODI v Australia,Brisbane,19 Feb 2012,77.6,77.9,12.6
Combined Test,66,-,66,83,79.51,2,0,,ODI v Sri Lanka,Brisbane,21 Feb 2012,77.7,82.0,13.7
Combined Test,21,-,21,27,77.77,2,0,,ODI v Australia,Sydney,26 Feb 2012,75.7,70.8,20.7
Combined Test,133*,-,133,86,154.65,16,2,,ODI v Sri Lanka,Hobart,28 Feb 2012,60.3,67.8,20.8
Combined Test,108,-,108,120,90.00,7,0,,ODI v Sri Lanka,Mirpur,13 Mar 2012,80.8,32.7,9.6
Combined Test,66,-,66,82,80.48,5,0,,ODI v Bangladesh,Mirpur,16 Mar 2012,77.4,33.8,12.1
Combined Test,183,-,183,148,123.64,22,1,,ODI v Pakistan,Mirpur,18 Mar 2012,80.2,36.9,7.2
Combined Test,DNB,-,-,-,-,-,-,,T20I v South Africa,Johannesburg,30 Mar 2012,63.0,82.8,10.5
Combined Test,106,-,106,113,93.80,9,0,,ODI v Sri Lanka,Hambantota,21 Jul 2012,83.0,81.4,19.9
Combined Test,1,-,1,5,20.00,0,0,,ODI v Sri Lanka,Hambantota,24 Jul 2012,82.7,81.2,20.6
Combined Test,38,-,38,65,58.46,2,0,,ODI v Sri Lanka,Colombo (RPS),28 Jul 2012,53.2,86.4,3.4
Combined Test,128*,-,128,119,107.56,12,1,,ODI v Sri Lanka,Colombo (RPS),31 Jul 2012,56.9,89.6,18.3
Combined Test,23,-,23,35,65.71,2,0,,ODI v Sri Lanka,Pallekele,4 Aug 2012,83.5,76.7,13.4
Combined Test,68,-,68,48,141.66,11,1,,T20I v Sri Lanka,Pallekele,7 Aug 2012,82.7,77.5,15.0
Combined Test,58,-,58,107,54.20,8,0,,Test v New Zealand,Hyderabad,23 Aug 2012,82.3,63.0,11.4
Combined Test,103,51*,154,275,56.00,23,1,,Test v New Zealand,Bengaluru,31 Aug 2012,72.7,77.9,18.3
Combined Test,70,-,70,41,170.73,10,1,,T20I v New Zealand,Chennai,11 Sep 2012,84.9,72.6,15.0
Combined Test,50,-,50,39,128.20,4,2,,T20I v Afghanistan,Colombo (RPS),19 Sep 2012,64.0,80.6,20.8
Combined Test,40,-,40,32,125.00,6,0,,T20I v England,Colombo (RPS),23 Sep 2012,56.3,74.2,4.5
Combined Test,15,-,15,13,115.38,2,0,,T20I v Australia,Colombo (RPS),28 Sep 2012,58.0,71.0,11.4
Combined Test,78*,-,78,61,127.86,8,2,,T20I v Pakistan,Colombo (RPS),30 Sep 2012,66.6,79.9,4.5
Combined Test,2,-,2,6,33.33,0,0,,T20I v South Africa,Colombo (RPS),2 Oct 2012,67.7,91.3,13.9
Combined Test,19,14*,33,88,37.50,6,0,,Test v England,Ahmedabad,15 Nov 2012,77.1,58.0,9.2
Combined Test,19,7,26,68,38.23,4,0,,Test v England,Wankhede,23 Nov 2012,N/A,N/A,N/A
Combined Test,6,20,26,84,30.95,4,0,,Test v England,Eden Gardens,5 Dec 2012,82.5,76.8,19.0
Combined Test,103,-,103,295,34.91,11,0,,Test v England,Nagpur,13 Dec 2012,74.0,65.7,6.3
Combined Test,21,-,21,17,123.52,2,0,,T20I v England,Pune,20 Dec 2012,67.1,52.4,13.9
Combined Test,38,-,38,20,190.00,7,0,,T20I v England,Wankhede,22 Dec 2012,N/A,N/A,N/A
Combined Test,9,-,9,11,81.81,1,0,,T20I v Pakistan,Bengaluru,25 Dec 2012,71.0,70.5,8.1
Combined Test,27,-,27,22,122.72,3,0,,T20I v Pakistan,Ahmedabad,28 Dec 2012,67.3,50.3,9.2
Combined Test,0,-,0,5,0.00,0,0,,ODI v Pakistan,Chennai,30 Dec 2012,80.6,87.5,11.4
Combined Test,6,-,6,9,66.66,1,0,,ODI v Pakistan,Eden Gardens,3 Jan 2013,82.0,74.8,9.2
Combined Test,7,-,7,17,41.17,1,0,,ODI v Pakistan,Delhi,6 Jan 2013,43.4,95.0,7.4
Combined Test,15,-,15,22,68.18,1,0,,ODI v England,Rajkot,11 Jan 2013,71.5,29.1,9.4
Combined Test,37,-,37,54,68.51,1,1,,ODI v England,Kochi,15 Jan 2013,79.6,66.4,9.2
Combined Test,77*,-,77,79,97.46,9,2,,ODI v England,Ranchi,19 Jan 2013,67.2,68.3,9.2
Combined Test,26,-,26,33,78.78,3,0,,ODI v England,Mohali,23 Jan 2013,52.3,54.9,8.5
Combined Test,0,-,0,1,0.00,0,0,,ODI v England,Dharamsala,27 Jan 2013,56.5,48.8,11.4
Combined Test,107,DNB,107,206,51.94,15,1,,Test v Australia,Chennai,22 Feb 2013,78.6,75.8,11.4
Combined Test,34,-,34,92,36.95,3,0,,Test v Australia,Hyderabad,2 Mar 2013,80.9,27.6,12.8
Combined Test,67*,34,101,190,53.15,13,1,,Test v Australia,Mohali,14 Mar 2013,67.8,69.2,13.9
Combined Test,1,41,42,68,61.76,4,0,,Test v Australia,Delhi,22 Mar 2013,76.7,51.4,13.0
Combined Test,31,-,31,41,75.60,2,0,,ODI v South Africa,Cardiff,6 Jun 2013,57.9,75.1,17.6
Combined Test,22,-,22,18,122.22,4,0,,ODI v West Indies,The Oval,11 Jun 2013,54.6,62.5,15.6
Combined Test,22*,-,22,27,81.48,3,0,,ODI v Pakistan,Birmingham,15 Jun 2013,53.9,77.6,17.0
Combined Test,58*,-,58,64,90.62,4,1,,ODI v Sri Lanka,Cardiff,20 Jun 2013,59.6,88.7,12.5
Combined Test,43,-,43,34,126.47,4,1,,ODI v England,Birmingham,23 Jun 2013,55.8,80.3,19.2
Combined Test,11,-,11,21,52.38,0,1,,ODI v West Indies,Kingston,30 Jun 2013,84.5,71.2,20.8
Combined Test,2,-,2,5,40.00,0,0,,ODI v Sri Lanka,Kingston,2 Jul 2013,83.3,74.6,26.4
Combined Test,102,-,102,83,122.89,13,2,,ODI v West Indies,Port of Spain,5 Jul 2013,83.0,73.5,12.8
Combined Test,31,-,31,52,59.61,4,0,,ODI v Sri Lanka,Port of Spain,9 Jul 2013,80.2,85.0,8.1
Combined Test,2,-,2,5,40.00,0,0,,ODI v Sri Lanka,Port of Spain,11 Jul 2013,83.6,72.9,16.1
Combined Test,115,-,115,108,106.48,13,1,,ODI v Zimbabwe,Harare,24 Jul 2013,56.1,60.3,11.4
Combined Test,14,-,14,18,77.77,2,0,,ODI v Zimbabwe,Harare,26 Jul 2013,54.9,57.2,10.3
Combined Test,68*,-,68,88,77.27,5,1,,ODI v Zimbabwe,Harare,28 Jul 2013,59.6,40.1,9.2
Combined Test,DNB,-,-,-,-,-,-,,ODI v Zimbabwe,Bulawayo,1 Aug 2013,53.9,65.6,21.9
Combined Test,DNB,-,-,-,-,-,-,,ODI v Zimbabwe,Bulawayo,3 Aug 2013,55.4,64.7,18.3
Combined Test,29,-,29,22,131.81,2,1,,T20I v Australia,Rajkot,10 Oct 2013,78.8,86.8,9.2
Combined Test,61,-,61,85,71.76,6,0,,ODI v Australia,Pune,13 Oct 2013,74.8,86.3,10.7
Combined Test,100*,-,100,52,192.30,8,7,,ODI v Australia,Jaipur,16 Oct 2013,78.1,63.2,8.5
Combined Test,68,-,68,73,93.15,9,0,,ODI v Australia,Mohali,19 Oct 2013,75.3,59.9,9.2
Combined Test,DNB,-,-,-,-,-,-,,ODI v Australia,Ranchi,23 Oct 2013,72.5,92.1,10.3
Combined Test,115*,-,115,66,174.24,18,1,,ODI v Australia,Nagpur,30 Oct 2013,73.8,64.5,3.8
Combined Test,0,-,0,3,0.00,0,0,,ODI v Australia,Bengaluru,2 Nov 2013,75.6,76.1,10.3
Combined Test,3,-,3,5,60.00,0,0,,Test v West Indies,Eden Gardens,6 Nov 2013,81.9,81.8,10.3
Combined Test,57,-,57,78,73.07,5,0,,Test v West Indies,Wankhede,14 Nov 2013,N/A,N/A,N/A
Combined Test,86,-,86,84,102.38,9,2,,ODI v West Indies,Kochi,21 Nov 2013,82.8,72.1,7.2
Combined Test,99,-,99,100,99.00,9,0,,ODI v West Indies,Visakhapatnam,24 Nov 2013,80.1,78.9,11.4
Combined Test,19,-,19,18,105.55,3,0,,ODI v West Indies,Kanpur,27 Nov 2013,66.0,74.1,7.4
Combined Test,31,-,31,35,88.57,5,0,,ODI v South Africa,Johannesburg,5 Dec 2013,65.5,65.2,6.5
Combined Test,0,-,0,5,0.00,0,0,,ODI v South Africa,Durban,8 Dec 2013,67.9,80.9,17.2
Combined Test,TDNB,-,-,-,-,-,-,,ODI v South Africa,Centurion,11 Dec 2013,64.8,73.3,8.1
Combined Test,119,96,215,374,57.48,27,0,,Test v South Africa,Johannesburg,18 Dec 2013,67.1,67.6,7.3
Combined Test,46,11,57,114,50.00,6,0,,Test v South Africa,Durban,26 Dec 2013,77.4,81.0,18.1
Combined Test,123,-,123,111,110.81,11,2,,ODI v New Zealand,Napier,19 Jan 2014,68.1,56.0,18.3
Combined Test,78,-,78,65,120.00,7,2,,ODI v New Zealand,Hamilton,22 Jan 2014,1.7,69.8,4.7
Combined Test,6,-,6,20,30.00,1,0,,ODI v New Zealand,Auckland,25 Jan 2014,66.2,71.5,19.1
Combined Test,2,-,2,10,20.00,0,0,,ODI v New Zealand,Hamilton,28 Jan 2014,2.6,63.8,11.7
Combined Test,82,-,82,78,105.12,7,3,,ODI v New Zealand,Wellington,31 Jan 2014,62.7,78.8,18.3
Combined Test,4,67,71,115,61.73,13,0,,Test v New Zealand,Auckland,6 Feb 2014,68.6,71.6,20.2
Combined Test,38,105*,143,228,62.71,19,1,,Test v New Zealand,Wellington,14 Feb 2014,63.4,78.3,19.5
Combined Test,136,-,136,122,111.47,16,2,,ODI v Bangladesh,Fatullah,26 Feb 2014,66.3,61.8,6.5
Combined Test,48,-,48,51,94.11,4,1,,ODI v Sri Lanka,Fatullah,28 Feb 2014,66.4,80.3,14.8
Combined Test,5,-,5,11,45.45,0,0,,ODI v Pakistan,Mirpur,2 Mar 2014,71.3,75.0,11.0
Combined Test,DNB,-,-,-,-,-,-,,ODI v Afghanistan,Mirpur,5 Mar 2014,72.6,58.7,11.6
Combined Test,36*,-,36,32,112.50,4,1,,T20I v Pakistan,Mirpur,21 Mar 2014,79.6,39.8,9.8
Combined Test,54,-,54,41,131.70,5,1,,T20I v West Indies,Mirpur,23 Mar 2014,78.5,68.8,9.6
Combined Test,57*,-,57,50,114.00,3,1,,T20I v Bangladesh,Mirpur,28 Mar 2014,85.8,50.7,11.2
Combined Test,23,-,23,22,104.54,2,1,,T20I v Australia,Mirpur,30 Mar 2014,87.1,41.9,15.9
Combined Test,72*,-,72,44,163.63,5,2,,T20I v South Africa,Mirpur,4 Apr 2014,85.1,57.3,8.1
Combined Test,77,-,77,58,132.75,5,4,,T20I v Sri Lanka,Mirpur,6 Apr 2014,85.9,50.4,6.3
Combined Test,1,8,9,37,24.32,1,0,,Test v England,Nottingham,9 Jul 2014,61.9,69.5,14.6
Combined Test,25,0,25,35,71.42,4,0,,Test v England,Lord's,17 Jul 2014,44.4,66.2,27.5
Combined Test,39,28,67,131,51.14,6,0,,Test v England,Southampton,27 Jul 2014,67.8,65.4,13.3
Combined Test,0,7,7,13,53.84,1,0,,Test v England,Manchester,7 Aug 2014,59.3,76.8,7.0
Combined Test,6,20,26,72,36.11,3,0,,Test v England,The Oval,15 Aug 2014,60.0,69.2,10.0
Combined Test,0,-,0,3,0.00,0,0,,ODI v England,Cardiff,27 Aug 2014,59.2,87.6,19.0
Combined Test,40,-,40,50,80.00,2,1,,ODI v England,Nottingham,30 Aug 2014,58.7,86.7,13.4
Combined Test,1*,-,1,3,33.33,0,0,,ODI v England,Birmingham,2 Sep 2014,59.7,71.2,6.0
Combined Test,13,-,13,21,61.90,2,0,,ODI v England,Leeds,5 Sep 2014,60.4,84.4,5.9
Combined Test,66,-,66,41,160.97,9,1,,T20I v England,Birmingham,7 Sep 2014,59.0,65.5,9.5
Combined Test,2,-,2,5,40.00,0,0,,ODI v West Indies,Kochi,8 Oct 2014,80.8,84.4,11.4
Combined Test,62,-,62,78,79.48,5,0,,ODI v West Indies,Delhi,11 Oct 2014,81.0,53.4,10.4
Combined Test,127,-,127,114,111.40,13,3,,ODI v West Indies,Dharamsala,17 Oct 2014,74.3,77.7,9.2
Combined Test,22,-,22,21,104.76,2,0,,ODI v Sri Lanka,Cuttack,2 Nov 2014,76.5,79.0,7.6
Combined Test,49,-,49,44,111.36,2,2,,ODI v Sri Lanka,Ahmedabad,6 Nov 2014,80.6,62.1,10.3
Combined Test,53,-,53,61,86.88,4,1,,ODI v Sri Lanka,Hyderabad,9 Nov 2014,74.0,47.5,10.5
Combined Test,66,-,66,64,103.12,6,0,,ODI v Sri Lanka,Eden Gardens,13 Nov 2014,83.5,79.4,8.5
Combined Test,139*,-,139,126,110.31,12,3,,ODI v Sri Lanka,Ranchi,16 Nov 2014,65.9,56.5,8.1
Combined Test,115,141,256,359,71.30,28,1,,Test v Australia,Adelaide,9 Dec 2014,68.8,60.9,15.0
Combined Test,19,1,20,38,52.63,1,0,,Test v Australia,Brisbane,17 Dec 2014,81.5,72.6,18.2
Combined Test,169,54,223,371,60.10,25,0,,Test v Australia,Melbourne,26 Dec 2014,58.2,64.3,17.0
Combined Test,147,46,193,325,59.38,23,0,,Test v Australia,Sydney,6 Jan 2015,75.6,78.2,14.9
Combined Test,9,-,9,16,56.25,0,0,,ODI v Australia,Melbourne,18 Jan 2015,61.5,58.8,17.0
Combined Test,4,-,4,8,50.00,0,0,,ODI v England,Brisbane,20 Jan 2015,76.1,73.0,12.8
Combined Test,3*,-,3,9,33.33,0,0,,ODI v Australia,Sydney,26 Jan 2015,68.7,85.3,20.3
Combined Test,8,-,8,19,42.10,0,0,,ODI v England,Perth,30 Jan 2015,83.7,32.6,20.0
Combined Test,107,-,107,126,84.92,8,0,,ODI v Pakistan,Adelaide,15 Feb 2015,83.0,35.7,25.3
Combined Test,46,-,46,60,76.66,3,0,,ODI v South Africa,Melbourne,22 Feb 2015,82.5,46.0,19.7
Combined Test,33*,-,33,41,80.48,5,0,,ODI v U.A.E.,Perth,28 Feb 2015,73.1,55.4,14.3
Combined Test,33,-,33,36,91.66,5,0,,ODI v West Indies,Perth,6 Mar 2015,76.3,49.9,17.2
Combined Test,44*,-,44,42,104.76,4,1,,ODI v Ireland,Hamilton,10 Mar 2015,34.8,77.2,5.1
Combined Test,38,-,38,48,79.16,4,0,,ODI v Zimbabwe,Auckland,14 Mar 2015,69.2,77.6,16.2
Combined Test,3,-,3,8,37.50,0,0,,ODI v Bangladesh,Melbourne,19 Mar 2015,71.4,61.1,30.5
Combined Test,1,-,1,13,7.69,0,0,,ODI v Australia,Sydney,26 Mar 2015,71.3,53.2,17.4
Combined Test,14,-,14,22,63.63,2,0,,Test v Bangladesh,Fatullah,10 Jun 2015,100.9,28.5,17.0
Combined Test,1,-,1,4,25.00,0,0,,ODI v Bangladesh,Mirpur,18 Jun 2015,86.4,76.5,11.9
Combined Test,23,-,23,27,85.18,3,1,,ODI v Bangladesh,Mirpur,21 Jun 2015,85.6,79.5,14.1
Combined Test,25,-,25,35,71.42,1,0,,ODI v Bangladesh,Mirpur,24 Jun 2015,83.5,89.1,14.1
Combined Test,103,3,106,201,52.73,11,0,,Test v Sri Lanka,Galle,12 Aug 2015,74.1,66.3,10.0
Combined Test,78,10,88,126,69.84,8,1,,Test v Sri Lanka,Colombo (PSS),20 Aug 2015,N/A,N/A,N/A
Combined Test,18,21,39,123,31.70,5,0,,Test v Sri Lanka,Colombo (SSC),28 Aug 2015,N/A,N/A,N/A
Combined Test,43,-,43,27,159.25,1,3,,T20I v South Africa,Dharamsala,2 Oct 2015,82.5,77.8,7.4
Combined Test,1,-,1,1,100.00,0,0,,T20I v South Africa,Cuttack,5 Oct 2015,83.5,81.0,7.4
Combined Test,11,-,11,18,61.11,0,0,,ODI v South Africa,Kanpur,11 Oct 2015,85.2,48.9,7.4
Combined Test,12,-,12,18,66.66,0,0,,ODI v South Africa,Indore,14 Oct 2015,82.5,45.5,9.2
Combined Test,77,-,77,99,77.77,5,0,,ODI v South Africa,Rajkot,18 Oct 2015,88.4,50.5,6.9
Combined Test,138,-,138,140,98.57,6,5,,ODI v South Africa,Chennai,22 Oct 2015,83.3,72.6,12.8
Combined Test,7,-,7,6,116.66,0,1,,ODI v South Africa,Wankhede,25 Oct 2015,N/A,N/A,N/A
Combined Test,1,29,30,75,40.00,4,0,,Test v South Africa,Mohali,5 Nov 2015,72.9,55.1,6.3
Combined Test,DNB,-,-,-,-,-,-,,Test v South Africa,Bengaluru,14 Nov 2015,71.8,81.8,9.2
Combined Test,22,16,38,85,44.70,4,0,,Test v South Africa,Nagpur,25 Nov 2015,76.5,54.8,7.2
Combined Test,44,88,132,227,58.14,17,0,,Test v South Africa,Delhi,3 Dec 2015,63.6,69.7,11.4
Combined Test,91,-,91,97,93.81,9,1,,ODI v Australia,Perth,12 Jan 2016,71.3,66.8,17.4
Combined Test,59,-,59,67,88.05,4,0,,ODI v Australia,Brisbane,15 Jan 2016,77.5,67.7,17.2
Combined Test,117,-,117,117,100.00,7,2,,ODI v Australia,Melbourne,17 Jan 2016,74.1,49.7,14.0
Combined Test,106,-,106,92,115.21,11,1,,ODI v Australia,Canberra,20 Jan 2016,74.9,41.1,18.3
Combined Test,8,-,8,11,72.72,1,0,,ODI v Australia,Sydney,23 Jan 2016,74.1,77.8,23.3
Combined Test,90*,-,90,55,163.63,9,2,,T20I v Australia,Adelaide,26 Jan 2016,72.8,48.3,17.2
Combined Test,59*,-,59,33,178.78,7,1,,T20I v Australia,Melbourne,29 Jan 2016,60.4,86.9,6.2
Combined Test,50,-,50,36,138.88,2,1,,T20I v Australia,Sydney,31 Jan 2016,76.3,63.4,14.3
Combined Test,7,-,7,12,58.33,1,0,,T20I v Bangladesh,Mirpur,24 Feb 2016,76.9,47.3,9.6
Combined Test,49,-,49,51,96.07,7,0,,T20I v Pakistan,Mirpur,27 Feb 2016,77.3,68.8,5.4
Combined Test,56*,-,56,47,119.14,7,0,,T20I v Sri Lanka,Mirpur,1 Mar 2016,77.5,60.4,7.8
Combined Test,DNB,-,-,-,-,-,-,,T20I v U.A.E.,Mirpur,3 Mar 2016,77.9,60.4,7.8
Combined Test,41*,-,41,28,146.42,5,0,,T20I v Bangladesh,Mirpur,6 Mar 2016,81.0,58.2,7.8
Combined Test,23,-,23,27,85.18,2,0,,T20I v New Zealand,Nagpur,15 Mar 2016,81.2,56.1,6.9
Combined Test,55*,-,55,37,148.64,7,1,,T20I v Pakistan,Eden Gardens,19 Mar 2016,87.8,72.7,11.4
Combined Test,24,-,24,24,100.00,0,1,,T20I v Bangladesh,Bengaluru,23 Mar 2016,85.9,53.7,11.4
Combined Test,82*,-,82,51,160.78,9,2,,T20I v Australia,Mohali,27 Mar 2016,73.8,47.1,9.2
Combined Test,89*,-,89,47,189.36,11,1,,T20I v West Indies,Wankhede,31 Mar 2016,N/A,N/A,N/A
Combined Test,200,-,200,283,70.67,24,0,,Test v West Indies,North Sound,21 Jul 2016,79.1,75.6,8.4
Combined Test,44,-,44,90,48.88,4,1,,Test v West Indies,Kingston,30 Jul 2016,85.8,68.4,20.8
Combined Test,3,4,7,25,28.00,0,0,,Test v West Indies,Gros Islet,9 Aug 2016,64.8,59.8,12.3
Combined Test,TDNB,-,-,-,-,-,-,,Test v West Indies,Port of Spain,18 Aug 2016,83.0,80.0,18.3
Combined Test,16,-,16,9,177.77,3,0,,T20I v West Indies,Lauderhill,27 Aug 2016,85.3,74.0,18.1
Combined Test,DNB,-,-,-,-,-,-,,T20I v West Indies,Lauderhill,28 Aug 2016,83.5,75.9,20.1
Combined Test,9,18,27,50,54.00,5,0,,Test v New Zealand,Kanpur,22 Sep 2016,83.2,87.0,6.9
Combined Test,9,45,54,93,58.06,8,0,,Test v New Zealand,Eden Gardens,30 Sep 2016,81.4,81.8,15.0
Combined Test,211,17,228,394,57.86,21,0,,Test v New Zealand,Indore,8 Oct 2016,78.6,83.9,7.8
Combined Test,85*,-,85,81,104.93,9,1,,ODI v New Zealand,Dharamsala,16 Oct 2016,77.5,71.2,5.8
Combined Test,9,-,9,13,69.23,1,0,,ODI v New Zealand,Delhi,20 Oct 2016,79.8,49.5,12.1
Combined Test,154*,-,154,134,114.92,16,1,,ODI v New Zealand,Mohali,23 Oct 2016,73.7,42.9,14.8
Combined Test,45,-,45,51,88.23,2,1,,ODI v New Zealand,Ranchi,26 Oct 2016,71.6,59.4,7.4
Combined Test,65,-,65,76,85.52,2,1,,ODI v New Zealand,Visakhapatnam,29 Oct 2016,83.5,77.2,11.4
Combined Test,40,49*,89,193,46.11,11,0,,Test v England,Rajkot,9 Nov 2016,77.4,44.9,6.3
Combined Test,167,81,248,376,65.95,26,0,,Test v England,Visakhapatnam,17 Nov 2016,79.6,67.3,17.7
Combined Test,62,6*,68,138,49.27,9,0,,Test v England,Mohali,26 Nov 2016,69.5,38.8,16.1
Combined Test,235,-,235,340,69.11,25,1,,Test v England,Wankhede,8 Dec 2016,N/A,N/A,N/A
Combined Test,15,-,15,29,51.72,1,0,,Test v England,Chennai,16 Dec 2016,80.2,74.0,11.4
Combined Test,122,-,122,105,116.19,8,5,,ODI v England,Pune,15 Jan 2017,69.9,68.5,10.7
Combined Test,8,-,8,5,160.00,2,0,,ODI v England,Cuttack,19 Jan 2017,70.7,65.0,9.0
Combined Test,55,-,55,63,87.30,8,0,,ODI v England,Eden Gardens,22 Jan 2017,83.1,75.4,10.3
Combined Test,29,-,29,26,111.53,4,0,,T20I v England,Kanpur,26 Jan 2017,66.2,73.3,10.3
Combined Test,21,-,21,15,140.00,2,1,,T20I v England,Nagpur,29 Jan 2017,69.7,53.4,5.8
Combined Test,2,-,2,4,50.00,0,0,,T20I v England,Bengaluru,1 Feb 2017,72.0,53.9,10.3
Combined Test,204,38,242,286,84.61,26,1,,Test v Bangladesh,Hyderabad,9 Feb 2017,77.6,46.1,6.9
Combined Test,0,13,13,39,33.33,1,0,,Test v Australia,Pune,23 Feb 2017,78.0,37.3,10.3
Combined Test,12,15,27,42,64.28,3,0,,Test v Australia,Bengaluru,4 Mar 2017,78.3,60.3,9.1
Combined Test,6,-,6,23,26.08,0,0,,Test v Australia,Ranchi,16 Mar 2017,70.8,33.7,9.2
Combined Test,81*,-,81,68,119.11,6,3,,ODI v Pakistan,Birmingham,4 Jun 2017,55.0,76.1,9.7
Combined Test,0,-,0,5,0.00,0,0,,ODI v Sri Lanka,The Oval,8 Jun 2017,59.0,57.6,16.3
Combined Test,76*,-,76,101,75.24,7,1,,ODI v South Africa,The Oval,11 Jun 2017,59.5,33.4,13.6
Combined Test,96*,-,96,78,123.07,13,0,,ODI v Bangladesh,Birmingham,15 Jun 2017,62.4,68.2,13.7
Combined Test,5,-,5,9,55.55,0,0,,ODI v Pakistan,The Oval,18 Jun 2017,58.6,67.7,12.5
Combined Test,32*,-,32,47,68.08,1,0,,ODI v West Indies,Port of Spain,23 Jun 2017,77.4,91.4,16.1
Combined Test,87,-,87,66,131.81,4,4,,ODI v West Indies,Port of Spain,25 Jun 2017,79.5,89.2,18.3
Combined Test,11,-,11,22,50.00,2,0,,ODI v West Indies,North Sound,30 Jun 2017,79.7,76.3,14.6
Combined Test,3,-,3,12,25.00,0,0,,ODI v West Indies,North Sound,2 Jul 2017,81.8,82.9,11.2
Combined Test,111*,-,111,115,96.52,12,2,,ODI v West Indies,Kingston,6 Jul 2017,86.1,68.4,27.7
Combined Test,39,-,39,22,177.27,7,1,,T20I v West Indies,Kingston,9 Jul 2017,85.4,70.9,26.4
Combined Test,3,103*,106,144,73.61,5,1,,Test v Sri Lanka,Galle,26 Jul 2017,60.0,93.6,14.5
Combined Test,13,-,13,29,44.82,2,0,,Test v Sri Lanka,Colombo (SSC),3 Aug 2017,N/A,N/A,N/A
Combined Test,42,-,42,84,50.00,3,0,,Test v Sri Lanka,Pallekele,12 Aug 2017,81.8,75.9,11.2
Combined Test,82*,-,82,70,117.14,10,1,,ODI v Sri Lanka,Dambulla,20 Aug 2017,79.2,76.9,19.5
Combined Test,4,-,4,2,200.00,1,0,,ODI v Sri Lanka,Pallekele,24 Aug 2017,82.7,79.1,13.2
Combined Test,3,-,3,11,27.27,0,0,,ODI v Sri Lanka,Pallekele,27 Aug 2017,83.1,77.7,13.9
Combined Test,131,-,131,96,136.45,17,2,,ODI v Sri Lanka,Colombo (RPS),31 Aug 2017,56.1,77.4,17.0
Combined Test,110*,-,110,116,94.82,9,0,,ODI v Sri Lanka,Colombo (RPS),3 Sep 2017,69.5,63.4,15.0
Combined Test,82,-,82,54,151.85,7,1,,T20I v Sri Lanka,Colombo (RPS),6 Sep 2017,63.9,81.3,13.4
Combined Test,0,-,0,4,0.00,0,0,,ODI v Australia,Chennai,17 Sep 2017,82.2,81.7,13.9
Combined Test,92,-,92,107,85.98,8,0,,ODI v Australia,Eden Gardens,21 Sep 2017,80.7,89.4,13.9
Combined Test,28,-,28,35,80.00,2,0,,ODI v Australia,Indore,24 Sep 2017,77.8,80.9,8.1
