Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
AU Rashid,10,0,55,1,5.5,55,60,Perth,28 Jan 2018,73.2,47.2,17.2,Partially cloudy,ODI,Australia
AU Rashid,4,0,30,1,7.5,30,24,Hobart,7 Feb 2018,70.2,63.8,14.5,Partially cloudy,T20I,Australia
AU Rashid,4,0,34,0,8.5,-,-,Melbourne,10 Feb 2018,74.4,66.7,16.5,"Rain, Partially cloudy",T20I,Australia
AU Rashid,4,0,36,2,9,18,12,Wellington,13 Feb 2018,71.8,71.1,24.2,Rain,T20I,New Zealand
AU Rashid,4,0,22,1,5.5,22,24,Hamilton,18 Feb 2018,31.8,72.7,9.3,Partially cloudy,T20I,New Zealand
AU Rashid,10,0,55,1,5.5,55,60,Hamilton,25 Feb 2018,41.5,78.8,15.4,"Snow, Rain, Partially cloudy",ODI,New Zealand
AU Rashid,10,0,32,0,3.2,-,-,Mount Maunganui,28 Feb 2018,65.5,76.5,13.9,"Rain, Partially cloudy",ODI,New Zealand
AU Rashid,10,1,34,2,3.4,17,30,Wellington,3 Mar 2018,70.9,70.5,13.9,"Rain, Partially cloudy",ODI,New Zealand
AU Rashid,10,0,74,0,7.4,-,-,Dunedin,7 Mar 2018,54.9,78,17.7,Partially cloudy,ODI,New Zealand
AU Rashid,10,0,42,3,4.2,14,20,Christchurch,10 Mar 2018,55.1,74.8,10.3,Partially cloudy,ODI,New Zealand
AU Rashid,10,0,72,2,7.2,36,30,Edinburgh,10 Jun 2018,57.6,88.6,7.1,"Rain, Partially cloudy",ODI,Scotland
AU Rashid,10,0,36,2,3.6,18,30,The Oval,13 Jun 2018,53.7,83.7,4.8,"Rain, Partially cloudy",ODI,Australia
AU Rashid,8,0,70,3,8.75,23.33,16,Cardiff,16 Jun 2018,57.5,80.7,21.3,"Rain, Partially cloudy",ODI,Australia
AU Rashid,10,0,47,4,4.7,11.75,15,Nottingham,19 Jun 2018,64.8,74.9,13.7,Partially cloudy,ODI,Australia
AU Rashid,10,0,73,2,7.3,36.5,30,Chester-le-Street,21 Jun 2018,53.5,63.2,14.5,Partially cloudy,ODI,Australia
AU Rashid,8,0,32,1,4,32,48,Manchester,24 Jun 2018,59.8,65.7,8.3,Partially cloudy,ODI,Australia
AU Rashid,4,0,27,3,6.75,9,8,Birmingham,27 Jun 2018,64.9,62.3,11,Partially cloudy,T20I,Australia
AU Rashid,4,0,25,1,6.25,25,24,Manchester,3 Jul 2018,65.4,58.2,11.3,Partially cloudy,T20I,India
AU Rashid,4,0,29,1,7.25,29,24,Cardiff,6 Jul 2018,65.2,78.4,15.3,Clear,T20I,India
AU Rashid,4,0,32,0,8,-,-,Bristol,8 Jul 2018,72.7,61,11,Clear,T20I,India
AU Rashid,10,0,62,1,6.2,62,60,Nottingham,12 Jul 2018,62.1,75,10.2,Partially cloudy,ODI,India
AU Rashid,10,0,38,2,3.8,19,30,Lord's,14 Jul 2018,41.4,79.6,14.8,Partially cloudy,ODI,India
AU Rashid,10,0,49,3,4.9,16.33,20,Leeds,17 Jul 2018,58.9,74.2,12.3,"Rain, Partially cloudy",ODI,India
AU Rashid,12,1,40,3,3.33,13.33,24,Birmingham,1 Aug 2018,63.8,68.3,10.2,Partially cloudy,Test,India
AU Rashid,-,-,-,-,-,-,-,Lord's,9 Aug 2018,44.2,69.8,9.9,Partially cloudy,Test,India
AU Rashid,36,2,147,4,4.08,36.75,54,Nottingham,18 Aug 2018,65.2,73.6,14.3,Partially cloudy,Test,India
AU Rashid,14,3,40,0,2.85,-,-,Southampton,30 Aug 2018,58.5,67.3,6.7,Partially cloudy,Test,India
AU Rashid,25,4,82,3,3.28,27.33,50,The Oval,7 Sep 2018,56.1,82.6,15.9,"Rain, Partially cloudy",Test,India
AU Rashid,-,-,-,-,-,-,-,Dambulla,10 Oct 2018,76.2,86.6,12.1,"Rain, Partially cloudy",ODI,Sri Lanka
AU Rashid,2,0,15,0,7.5,-,-,Dambulla,13 Oct 2018,76.5,82.8,11,"Rain, Partially cloudy",ODI,Sri Lanka
AU Rashid,5,0,36,4,7.2,9,7.5,Pallekele,17 Oct 2018,77.9,81,9.2,"Rain, Partially cloudy",ODI,Sri Lanka
AU Rashid,10,0,36,1,3.6,36,60,Pallekele,20 Oct 2018,78.9,85,10.3,"Rain, Partially cloudy",ODI,Sri Lanka
AU Rashid,10,0,52,1,5.2,52,60,Colombo (RPS),23 Oct 2018,61.9,82,12.1,Partially cloudy,ODI,Sri Lanka
AU Rashid,4,0,11,3,2.75,3.66,8,Colombo (RPS),27 Oct 2018,59.5,85.5,16,"Rain, Partially cloudy",T20I,Sri Lanka
AU Rashid,27.1,1,89,3,3.27,29.66,54.3,Galle,6 Nov 2018,50.4,86,8,Partially cloudy,Test,Sri Lanka
AU Rashid,39,3,127,4,3.25,31.75,58.5,Pallekele,14 Nov 2018,80.2,80.4,9.2,Partially cloudy,Test,Sri Lanka
AU Rashid,32.5,3,122,5,3.71,24.4,39.4,Colombo (SSC),23 Nov 2018,N/A,N/A,N/A,N/A,Test,Sri Lanka
AU Rashid,26,1,117,0,4.5,-,-,Bridgetown,23 Jan 2019,79,71.4,49.2,"Rain, Partially cloudy",Test,West Indies
AU Rashid,9,0,74,3,8.22,24.66,18,Bridgetown,20 Feb 2019,78.6,69.1,25.3,"Rain, Partially cloudy",ODI,West Indies
AU Rashid,6,0,28,1,4.66,28,36,Bridgetown,22 Feb 2019,78.7,67.7,26.4,Partially cloudy,ODI,West Indies
AU Rashid,-,-,-,-,-,-,-,St George's,25 Feb 2019,21,81.2,15.2,"Snow, Rain, Partially cloudy",ODI,West Indies
AU Rashid,10,0,85,5,8.5,17,12,St George's,27 Feb 2019,-2.8,58.8,10.4,Clear,ODI,West Indies
AU Rashid,-,-,-,-,-,-,-,Gros Islet,2 Mar 2019,25.5,69.1,13.3,"Snow, Partially cloudy",ODI,West Indies
AU Rashid,4,0,15,1,3.75,15,24,Gros Islet,5 Mar 2019,19,60,13.1,Clear,T20I,West Indies
AU Rashid,3,0,12,2,4,6,9,Basseterre,8 Mar 2019,78.3,73,20.8,"Rain, Partially cloudy",T20I,West Indies
AU Rashid,2,0,18,2,9,9,6,Basseterre,10 Mar 2019,78.3,71.9,18.3,Partially cloudy,T20I,West Indies
AU Rashid,9,0,27,1,3,27,54,Dublin (Malahide),3 May 2019,46.4,75.4,15.6,Partially cloudy,ODI,Ireland
AU Rashid,4,0,32,0,8,-,-,Cardiff,5 May 2019,45.8,66.2,14.9,Clear,T20I,Pakistan
AU Rashid,1,0,3,0,3,-,-,The Oval,8 May 2019,59.1,75.1,13.1,Partially cloudy,ODI,Pakistan
AU Rashid,10,0,81,1,8.1,81,60,Southampton,11 May 2019,52.3,70.9,11.5,Partially cloudy,ODI,Pakistan
AU Rashid,7,0,49,0,7,-,-,Nottingham,17 May 2019,53.1,75.8,18.1,"Rain, Partially cloudy",ODI,Pakistan
AU Rashid,7.5,0,54,2,6.89,27,23.5,Leeds,19 May 2019,52,82.5,8.1,"Rain, Partially cloudy",ODI,Pakistan
AU Rashid,8,0,35,1,4.37,35,48,The Oval,30 May 2019,63.8,40.6,18.3,Partially cloudy,ODI,South Africa
AU Rashid,5,0,43,0,8.6,-,-,Nottingham,3 Jun 2019,57.1,64.7,15.5,Partially cloudy,ODI,Pakistan
AU Rashid,10,0,64,1,6.4,64,60,Cardiff,8 Jun 2019,54.6,80.2,26.7,"Rain, Partially cloudy",ODI,Bangladesh
AU Rashid,10,0,61,0,6.1,-,-,Southampton,14 Jun 2019,56.8,82.6,16.5,"Rain, Partially cloudy",ODI,West Indies
AU Rashid,10,0,66,3,6.6,22,20,Manchester,18 Jun 2019,58.2,80.9,8.1,"Rain, Partially cloudy",ODI,Afghanistan
AU Rashid,10,0,45,2,4.5,22.5,30,Leeds,21 Jun 2019,54.3,69.9,10,Partially cloudy,ODI,Sri Lanka
AU Rashid,10,0,49,0,4.9,-,-,Lord's,25 Jun 2019,38.1,86.3,7.5,"Snow, Rain, Partially cloudy",ODI,Australia
AU Rashid,6,0,40,0,6.66,-,-,Birmingham,30 Jun 2019,64.2,66.5,12.5,Partially cloudy,ODI,India
AU Rashid,5,0,30,1,6,30,30,Chester-le-Street,3 Jul 2019,56.2,71.5,7.1,Partially cloudy,ODI,New Zealand
AU Rashid,10,0,54,3,5.4,18,20,Birmingham,11 Jul 2019,65.4,76.3,10.5,"Rain, Partially cloudy",ODI,Australia
AU Rashid,8,0,39,0,4.87,-,-,Lord's,14 Jul 2019,43.3,64.4,25.9,"Rain, Partially cloudy",ODI,New Zealand
AU Rashid,4,0,31,1,7.75,31,24,Christchurch,1 Nov 2019,50.6,75.3,12,Partially cloudy,T20I,New Zealand
AU Rashid,4,0,40,1,10,40,24,Wellington,3 Nov 2019,60.2,79.3,24,Partially cloudy,T20I,New Zealand
AU Rashid,3,0,34,1,11.33,34,18,Auckland,10 Nov 2019,64.8,90.5,23.2,"Rain, Partially cloudy",T20I,New Zealand
AU Rashid,10,0,51,3,5.1,17,20,Johannesburg,9 Feb 2020,68.2,75.2,10.4,"Rain, Partially cloudy",ODI,South Africa
AU Rashid,4,0,23,1,5.75,23,24,East London,12 Feb 2020,73.8,77.7,27.5,Partially cloudy,T20I,South Africa
AU Rashid,3,0,34,0,11.33,-,-,Durban,14 Feb 2020,78,81.8,13.9,Partially cloudy,T20I,South Africa
AU Rashid,4,0,42,1,10.5,42,24,Centurion,16 Feb 2020,81.7,75.1,10.1,Partially cloudy,T20I,South Africa
AU Rashid,10,3,26,1,2.6,26,60,Southampton,30 Jul 2020,65.1,65.2,10.5,Partially cloudy,ODI,Ireland
AU Rashid,10,0,34,3,3.4,11.33,20,Southampton,1 Aug 2020,64.7,75.3,14.8,Partially cloudy,ODI,Ireland
AU Rashid,10,1,61,1,6.1,61,60,Southampton,4 Aug 2020,59.6,68.8,17.2,Partially cloudy,ODI,Ireland
AU Rashid,-,-,-,-,-,-,-,Manchester,28 Aug 2020,53.9,88.9,16.1,"Rain, Partially cloudy",T20I,Pakistan
AU Rashid,4,0,32,2,8,16,12,Manchester,30 Aug 2020,49.9,77.3,9.1,Partially cloudy,T20I,Pakistan
AU Rashid,3,0,40,0,13.33,-,-,Manchester,1 Sep 2020,56.9,72.8,6.9,Partially cloudy,T20I,Pakistan
AU Rashid,4,0,29,2,7.25,14.5,12,Southampton,4 Sep 2020,59.1,79.5,12.1,"Rain, Partially cloudy",T20I,Australia
AU Rashid,4,0,25,1,6.25,25,24,Southampton,6 Sep 2020,57,81.4,9.8,Partially cloudy,T20I,Australia
AU Rashid,4,0,21,3,5.25,7,8,Southampton,8 Sep 2020,64.5,84.9,11.3,Partially cloudy,T20I,Australia
AU Rashid,10,0,55,2,5.5,27.5,30,Manchester,11 Sep 2020,56.3,78.3,16.9,Partially cloudy,ODI,Australia
AU Rashid,9.4,0,67,1,6.93,67,58,Manchester,13 Sep 2020,62.7,77.7,15.6,Partially cloudy,ODI,Australia
AU Rashid,7.4,0,68,1,8.86,68,46,Manchester,16 Sep 2020,58.4,88.7,12.4,"Rain, Partially cloudy",ODI,Australia
AU Rashid,4,0,27,0,6.75,-,-,Cape Town,27 Nov 2020,68.7,48.4,19.9,Partially cloudy,T20I,South Africa
AU Rashid,4,0,23,2,5.75,11.5,12,Paarl,29 Nov 2020,66.6,60.2,23,Clear,T20I,South Africa
AU Rashid,4,0,20,0,5,-,-,Cape Town,1 Dec 2020,63.1,62,20.8,"Rain, Partially cloudy",T20I,South Africa
AU Rashid,3,0,14,1,4.66,14,18,Ahmedabad,12 Mar 2021,83.7,41,9.2,Clear,T20I,India
AU Rashid,4,0,38,1,9.5,38,24,Ahmedabad,14 Mar 2021,84.6,26.4,10.3,Clear,T20I,India
AU Rashid,4,0,26,0,6.5,-,-,Ahmedabad,16 Mar 2021,87.4,26,9.2,Clear,T20I,India
AU Rashid,4,1,39,1,9.75,39,24,Ahmedabad,18 Mar 2021,85.3,36.8,9.2,Partially cloudy,T20I,India
AU Rashid,4,0,31,1,7.75,31,24,Ahmedabad,20 Mar 2021,86.4,34.7,4.7,Clear,T20I,India
AU Rashid,9,0,66,0,7.33,-,-,Pune,23 Mar 2021,81.4,49.6,11,Partially cloudy,ODI,India
AU Rashid,10,0,65,1,6.5,65,60,Pune,26 Mar 2021,83.7,30.9,10.5,Partially cloudy,ODI,India
AU Rashid,10,0,81,2,8.1,40.5,30,Pune,28 Mar 2021,84.3,32.9,6.9,Partially cloudy,ODI,India
AU Rashid,4,0,17,2,4.25,8.5,12,Cardiff,23 Jun 2021,57.2,71.7,14.6,Clear,T20I,Sri Lanka
AU Rashid,4,0,24,2,6,12,12,Cardiff,24 Jun 2021,59.1,88,14.7,"Rain, Partially cloudy",T20I,Sri Lanka
AU Rashid,1,0,9,0,9,-,-,Southampton,26 Jun 2021,58.2,74.9,10,Partially cloudy,T20I,Sri Lanka
AU Rashid,6,0,45,0,7.5,-,-,Chester-le-Street,29 Jun 2021,56.8,81.2,10.2,Partially cloudy,ODI,Sri Lanka
AU Rashid,10,0,50,0,5,-,-,The Oval,1 Jul 2021,56.8,86.4,6.8,"Rain, Partially cloudy",ODI,Sri Lanka
AU Rashid,8,0,35,1,4.37,35,48,Bristol,4 Jul 2021,59.9,90.9,14.4,"Rain, Partially cloudy",ODI,Sri Lanka
AU Rashid,4,0,30,2,7.5,15,12,Leeds,18 Jul 2021,69.8,69.2,11.7,Partially cloudy,T20I,Pakistan
AU Rashid,4,0,35,4,8.75,8.75,6,Manchester,20 Jul 2021,70.1,72.5,8.9,Partially cloudy,T20I,Pakistan
AU Rashid,2.2,0,2,4,0.85,0.5,3.5,Dubai (DSC),23 Oct 2021,N/A,N/A,N/A,N/A,T20I,West Indies
AU Rashid,4,0,35,0,8.75,-,-,Abu Dhabi,27 Oct 2021,85.3,54.1,15.9,Clear,T20I,Bangladesh
AU Rashid,4,0,19,1,4.75,19,24,Dubai (DSC),30 Oct 2021,N/A,N/A,N/A,N/A,T20I,Australia
AU Rashid,4,0,19,2,4.75,9.5,12,Sharjah,1 Nov 2021,84.7,59.4,12.7,Clear,T20I,Sri Lanka
AU Rashid,4,0,32,1,8,32,24,Sharjah,6 Nov 2021,82.1,59.4,12,Clear,T20I,South Africa
AU Rashid,4,0,39,1,9.75,39,24,Abu Dhabi,10 Nov 2021,81.5,55.6,11.8,Clear,T20I,New Zealand
AU Rashid,4,0,21,1,5.25,21,24,Bridgetown,22 Jan 2022,78,66.5,21.9,Partially cloudy,T20I,West Indies
AU Rashid,4,1,24,2,6,12,12,Bridgetown,23 Jan 2022,78,70.5,19.7,"Rain, Partially cloudy",T20I,West Indies
AU Rashid,4,0,25,1,6.25,25,24,Bridgetown,26 Jan 2022,77,76.1,16.8,Partially cloudy,T20I,West Indies
AU Rashid,4,0,28,1,7,28,24,Bridgetown,29 Jan 2022,76.9,73.6,26.8,Partially cloudy,T20I,West Indies
AU Rashid,4,0,17,2,4.25,8.5,12,Bridgetown,30 Jan 2022,78.4,72.1,24.2,Partially cloudy,T20I,West Indies
AU Rashid,10,0,59,0,5.9,-,-,Amstelveen,17 Jun 2022,71.5,57.2,15.2,Partially cloudy,ODI,Netherlands
AU Rashid,9,0,50,2,5.55,25,27,Amstelveen,19 Jun 2022,58.6,71.9,21.7,"Rain, Overcast",ODI,Netherlands
AU Rashid,10,0,41,1,4.1,41,60,Amstelveen,22 Jun 2022,64,66.2,13.1,Clear,ODI,Netherlands
AU Rashid,10,0,63,0,6.3,-,-,Chester-le-Street,19 Jul 2022,78.6,46.4,13.3,Partially cloudy,ODI,South Africa
AU Rashid,6,1,29,3,4.83,9.66,12,Manchester,22 Jul 2022,59.5,89.7,8.5,"Rain, Overcast",ODI,South Africa
AU Rashid,6,0,36,1,6,36,36,Leeds,24 Jul 2022,64.9,83.9,18.3,"Rain, Partially cloudy",ODI,South Africa
AU Rashid,2,0,17,2,8.5,8.5,6,Bristol,27 Jul 2022,60.4,69.6,11.3,Partially cloudy,T20I,South Africa
AU Rashid,3,0,38,0,12.66,-,-,Cardiff,28 Jul 2022,63,74.9,8.4,Partially cloudy,T20I,South Africa
AU Rashid,4,0,33,0,8.25,-,-,Southampton,31 Jul 2022,68.6,78.1,17.2,Partially cloudy,T20I,South Africa
AU Rashid,4,0,27,2,6.75,13.5,12,Karachi,20 Sep 2022,82.4,74.2,12.8,Partially cloudy,T20I,Pakistan
AU Rashid,3,0,34,0,11.33,-,-,Karachi,22 Sep 2022,83.1,74.3,16.1,Partially cloudy,T20I,Pakistan
AU Rashid,4,0,32,2,8,16,12,Karachi,23 Sep 2022,82.4,74.5,18.3,"Rain, Partially cloudy",T20I,Pakistan
AU Rashid,4,0,27,0,6.75,-,-,Karachi,25 Sep 2022,83.6,70.7,19.7,"Rain, Partially cloudy",T20I,Pakistan
AU Rashid,4,0,41,0,10.25,-,-,Lahore,28 Sep 2022,84.2,69.9,5.8,Partially cloudy,T20I,Pakistan
AU Rashid,4,0,38,0,9.5,-,-,Lahore,30 Sep 2022,85.9,65.2,6.8,Clear,T20I,Pakistan
AU Rashid,4,0,25,1,6.25,25,24,Lahore,2 Oct 2022,86.2,56.6,13.5,Clear,T20I,Pakistan
AU Rashid,3,0,41,1,13.66,41,18,Perth,9 Oct 2022,59.3,72.4,10.2,Partially cloudy,T20I,Australia
AU Rashid,4,0,38,0,9.5,-,-,Canberra,12 Oct 2022,57.5,71,12.4,Partially cloudy,T20I,Australia
AU Rashid,-,-,-,-,-,-,-,Canberra,14 Oct 2022,54.7,77.5,23,"Rain, Partially cloudy",T20I,Australia
AU Rashid,4,0,32,0,8,-,-,Perth,22 Oct 2022,63.7,72.2,9.1,"Rain, Partially cloudy",T20I,Afghanistan
AU Rashid,4,0,24,0,6,-,-,Melbourne,26 Oct 2022,62.7,93.8,7,"Rain, Overcast",T20I,Ireland
AU Rashid,4,0,33,0,8.25,-,-,Brisbane,1 Nov 2022,72,70.5,9.6,"Rain, Partially cloudy",T20I,New Zealand
AU Rashid,4,0,16,1,4,16,24,Sydney,5 Nov 2022,64.1,71.7,15.6,Partially cloudy,T20I,Sri Lanka
AU Rashid,4,0,20,1,5,20,24,Adelaide,10 Nov 2022,63.7,82.7,12.5,"Rain, Partially cloudy",T20I,India
AU Rashid,4,1,22,2,5.5,11,12,Melbourne,13 Nov 2022,68.4,78.9,14.7,"Rain, Partially cloudy",T20I,Pakistan
AU Rashid,10,0,57,3,5.7,19,20,Sydney,19 Nov 2022,65.3,74.8,16.6,Partially cloudy,ODI,Australia
AU Rashid,10,0,55,1,5.5,55,60,Bloemfontein,27 Jan 2023,70.8,63.1,11.6,Partially cloudy,ODI,South Africa
AU Rashid,10,0,72,2,7.2,36,30,Bloemfontein,29 Jan 2023,73.4,53.7,16,Clear,ODI,South Africa
AU Rashid,10,0,68,3,6.8,22.66,20,Kimberley,1 Feb 2023,75.8,58.5,18.1,"Rain, Partially cloudy",ODI,South Africa
AU Rashid,9,0,47,2,5.22,23.5,27,Mirpur,1 Mar 2023,77.3,37.9,7.6,Clear,ODI,Bangladesh
AU Rashid,10,0,45,4,4.5,11.25,15,Mirpur,3 Mar 2023,79.9,28.5,12.3,Clear,ODI,Bangladesh
AU Rashid,5,0,21,2,4.2,10.5,15,Chattogram,6 Mar 2023,78,59,5.4,Clear,ODI,Bangladesh
AU Rashid,3,0,25,1,8.33,25,18,Chattogram,9 Mar 2023,76.7,55.9,8.3,Partially cloudy,T20I,Bangladesh
AU Rashid,4,0,28,0,7,-,-,Mirpur,12 Mar 2023,81.1,39.3,8.1,Clear,T20I,Bangladesh
AU Rashid,4,0,23,1,5.75,23,24,Mirpur,14 Mar 2023,84.2,37.3,14.3,Partially cloudy,T20I,Bangladesh
AU Rashid,3,0,18,1,6,18,18,Chester-le-Street,30 Aug 2023,53.5,78.6,11.7,"Rain, Partially cloudy",T20I,New Zealand
AU Rashid,3,0,18,2,6,9,9,Manchester,1 Sep 2023,60.4,83.8,6.2,"Rain, Partially cloudy",T20I,New Zealand
AU Rashid,4,0,43,0,10.75,-,-,Birmingham,3 Sep 2023,63.3,78.2,5.1,Clear,T20I,New Zealand
AU Rashid,4,0,41,0,10.25,-,-,Nottingham,5 Sep 2023,66.4,74,15,Clear,T20I,New Zealand
AU Rashid,8,0,70,1,8.75,70,48,Cardiff,8 Sep 2023,70.1,81.1,7.4,Partially cloudy,ODI,New Zealand
AU Rashid,7,0,47,0,6.71,-,-,Ahmedabad,5 Oct 2023,82.5,54.1,9.2,Clear,ODI,New Zealand
AU Rashid,10,0,42,1,4.2,42,60,Dharamsala,10 Oct 2023,84.2,76.8,10.3,Clear,ODI,Bangladesh
AU Rashid,10,1,42,3,4.2,14,20,Delhi,15 Oct 2023,81.6,58.1,10.3,Clear,ODI,Afghanistan
AU Rashid,10,0,61,2,6.1,30.5,30,Wankhede,21 Oct 2023,N/A,N/A,N/A,N/A,ODI,South Africa
AU Rashid,4.4,0,39,0,8.35,-,-,Bengaluru,26 Oct 2023,76.2,62,6.9,Partially cloudy,ODI,Sri Lanka
AU Rashid,10,0,35,2,3.5,17.5,30,Lucknow,29 Oct 2023,75.3,61.4,8.1,Partially cloudy,ODI,India
AU Rashid,10,0,38,2,3.8,19,30,Ahmedabad,4 Nov 2023,80.4,52.6,5.8,Clear,ODI,Australia
AU Rashid,8,0,54,3,6.75,18,16,Pune,8 Nov 2023,76.9,61.9,8.5,"Rain, Partially cloudy",ODI,Netherlands
R Ashwin,10,0,50,2,5,25,30,Harare,5 Jun 2010,56.3,54.1,9.6,Clear,ODI,Sri Lanka
R Ashwin,4,0,22,1,5.5,22,24,Harare,12 Jun 2010,60.5,72.4,12.8,"Rain, Partially cloudy",T20I,Zimbabwe
R Ashwin,4,0,48,1,12,48,24,Harare,13 Jun 2010,61.7,65.9,20.1,"Rain, Partially cloudy",T20I,Zimbabwe
R Ashwin,9,0,34,1,3.77,34,54,Visakhapatnam,20 Oct 2010,83,80.8,10.1,Partially cloudy,ODI,Australia
R Ashwin,10,1,50,3,5,16.66,20,Guwahati,28 Nov 2010,64,88.8,5.8,Partially cloudy,ODI,New Zealand
R Ashwin,10,0,52,1,5.2,52,60,Jaipur,1 Dec 2010,61.5,54.4,9.2,Clear,ODI,New Zealand
R Ashwin,9,1,49,2,5.44,24.5,27,Vadodara,4 Dec 2010,73.7,75,6.7,Clear,ODI,New Zealand
R Ashwin,10,0,66,2,6.6,33,30,Bengaluru,7 Dec 2010,67.6,83.5,8.1,"Rain, Overcast",ODI,New Zealand
R Ashwin,8,1,24,3,3,8,16,Chennai,10 Dec 2010,79.1,92.4,8.1,Partially cloudy,ODI,New Zealand
R Ashwin,4,0,33,1,8.25,33,24,Durban,9 Jan 2011,76.4,86.4,13.9,Partially cloudy,T20I,South Africa
R Ashwin,10,0,41,2,4.1,20.5,30,Chennai,20 Mar 2011,81.3,79.1,13.9,Partially cloudy,ODI,West Indies
R Ashwin,10,0,52,2,5.2,26,30,Ahmedabad,24 Mar 2011,86.2,37.2,9.2,Clear,ODI,Australia
R Ashwin,4,0,30,1,7.5,30,24,Port of Spain,4 Jun 2011,79.3,89.9,11.4,"Rain, Partially cloudy",T20I,West Indies
R Ashwin,10,1,39,1,3.9,39,60,North Sound,13 Jun 2011,78,64.7,13,Partially cloudy,ODI,West Indies
R Ashwin,10,1,50,0,5,-,-,Kingston,16 Jun 2011,82.5,67.7,25.3,Partially cloudy,ODI,West Indies
R Ashwin,4,0,37,0,9.25,-,-,Manchester,31 Aug 2011,54,84,5.6,"Rain, Partially cloudy",T20I,England
R Ashwin,-,-,-,-,-,-,-,Chester-le-Street,3 Sep 2011,59.7,88.2,10.5,"Rain, Partially cloudy",ODI,England
R Ashwin,5,0,42,2,8.4,21,15,Southampton,6 Sep 2011,60,85.9,28,"Rain, Partially cloudy",ODI,England
R Ashwin,9,0,40,3,4.44,13.33,18,The Oval,9 Sep 2011,57.9,60.7,15.3,Clear,ODI,England
R Ashwin,10,0,44,1,4.4,44,60,Lord's,11 Sep 2011,45.3,88.9,22.8,"Rain, Partially cloudy",ODI,England
R Ashwin,4,0,25,0,6.25,-,-,Cardiff,16 Sep 2011,57.5,86.5,17.1,"Rain, Partially cloudy",ODI,England
R Ashwin,8.1,0,35,3,4.28,11.66,16.3,Hyderabad,14 Oct 2011,80.6,71.3,8.1,Partially cloudy,ODI,England
R Ashwin,10,0,56,1,5.6,56,60,Delhi,17 Oct 2011,77.9,49,8.5,Clear,ODI,England
R Ashwin,10,0,45,0,4.5,-,-,Mohali,20 Oct 2011,74.1,61.8,5.6,Clear,ODI,England
R Ashwin,10,0,38,3,3.8,12.66,20,Wankhede,23 Oct 2011,N/A,N/A,N/A,N/A,ODI,England
R Ashwin,9,0,28,3,3.11,9.33,18,Eden Gardens,25 Oct 2011,80.7,82.9,12.1,"Rain, Partially cloudy",ODI,England
R Ashwin,4,0,20,0,5,-,-,Eden Gardens,29 Oct 2011,81.3,85,15.2,"Rain, Partially cloudy",T20I,England
R Ashwin,48.3,9,128,9,2.63,14.22,32.3,Delhi,6 Nov 2011,72.6,61,12.8,Clear,Test,West Indies
R Ashwin,54,7,186,4,3.44,46.5,81,Eden Gardens,14 Nov 2011,81.7,80.6,10.3,"Rain, Partially cloudy",Test,West Indies
R Ashwin,67.3,6,190,9,2.81,21.11,45,Wankhede,22 Nov 2011,N/A,N/A,N/A,N/A,Test,West Indies
R Ashwin,10,1,30,1,3,30,60,Cuttack,29 Nov 2011,73.8,73.4,7.6,Partially cloudy,ODI,West Indies
R Ashwin,10,0,74,1,7.4,74,60,Visakhapatnam,2 Dec 2011,80,73.9,9.4,Partially cloudy,ODI,West Indies
R Ashwin,10,0,33,1,3.3,33,60,Ahmedabad,5 Dec 2011,80.8,60.2,4.7,Clear,ODI,West Indies
R Ashwin,10,0,59,1,5.9,59,60,Indore,8 Dec 2011,73.9,52.1,11.4,Clear,ODI,West Indies
R Ashwin,51,7,141,4,2.76,35.25,76.5,Melbourne,26 Dec 2011,63.7,79.7,18.1,"Rain, Partially cloudy",Test,Australia
R Ashwin,44,5,157,0,3.56,-,-,Sydney,3 Jan 2012,75.4,62,24.8,Clear,Test,Australia
R Ashwin,73,8,267,5,3.65,53.4,87.6,Adelaide,24 Jan 2012,82.8,39.2,19.5,Clear,Test,Australia
R Ashwin,4,0,34,1,8.5,34,24,Sydney,1 Feb 2012,67.1,80.6,22.1,"Rain, Overcast",T20I,Australia
R Ashwin,4,0,23,0,5.75,-,-,Melbourne,3 Feb 2012,67,67.5,13.7,Partially cloudy,T20I,Australia
R Ashwin,5,0,48,0,9.6,-,-,Melbourne,5 Feb 2012,74.8,43.6,37.7,"Rain, Partially cloudy",ODI,Australia
R Ashwin,10,1,32,3,3.2,10.66,20,Perth,8 Feb 2012,80.1,36.1,22.9,Clear,ODI,Sri Lanka
R Ashwin,8,0,47,0,5.87,-,-,Adelaide,12 Feb 2012,63.7,62.2,18.3,Partially cloudy,ODI,Australia
R Ashwin,10,1,30,2,3,15,30,Adelaide,14 Feb 2012,77.9,36.3,12.8,Partially cloudy,ODI,Sri Lanka
R Ashwin,10,0,50,2,5,25,30,Brisbane,21 Feb 2012,77.7,82,13.7,"Rain, Partially cloudy",ODI,Sri Lanka
R Ashwin,10,0,45,0,4.5,-,-,Sydney,26 Feb 2012,75.7,70.8,20.7,Partially cloudy,ODI,Australia
R Ashwin,10,0,52,0,5.2,-,-,Hobart,28 Feb 2012,60.3,67.8,20.8,"Rain, Partially cloudy",ODI,Sri Lanka
R Ashwin,9,0,39,3,4.33,13,18,Mirpur,13 Mar 2012,80.8,32.7,9.6,Rain,ODI,Sri Lanka
